Date,HB,DailyPositive,CumulativePositive,CrudeRatePositive,CumulativePositivePercent,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200420,S08000020,56,561,95.7828239713164,0.172033118675253,1,41,7.00017073587161,2700,460.986853337886
20200420,S08000022,18,219,68.0758470624806,0.138344914718888,2,38,11.8122474354989,1364,423.997513211066
20200420,S08000024,163,1598,176.072632715573,0.204950622034116,14,194,21.3755261244188,6199,683.025187862227
20200420,S08000025,0,6,26.9420745397396,0.0576923076923077,0,1,4.49034575662326,98,440.053884149079
20200420,S08000026,3,54,235.602094240838,0.197080291970803,0,5,21.8150087260035,220,959.860383944154
20200420,S08000028,0,6,22.4550898203593,0.0571428571428571,0,0,0,99,370.508982035928
20200420,S08000029,39,585,156.60554142685,0.209602293084916,3,67,17.9360192745282,2206,590.550127158346
20200420,S08000030,50,1135,271.875823412461,0.220388349514563,8,85,20.3607444846336,4015,961.74575418593
20200420,S08000031,174,2262,191.189397525188,0.221960553429497,17,355,30.0054094259247,7929,670.177158699033
20200420,S08000032,189,1267,191.418643299592,0.240554395291437,7,156,23.568514881402,4000,604.320894394924
20200421,S08000015,20,676,183.019276586528,0.201310303752233,3,79,21.3883474117392,2682,726.120857699805
20200421,S08000016,4,247,213.834300060601,0.211472602739726,0,27,23.3745996017661,921,797.333564193576
20200421,S08000017,1,246,165.255945183394,0.125574272588055,0,30,20.1531640467553,1713,1150.74566706973
20200421,S08000019,28,628,204.800417427602,0.214042263122018,3,58,18.9146882337595,2306,752.021914949126
20200421,S08000020,59,620,105.856240396107,0.180337405468296,5,46,7.85385009390473,2818,481.133686187468
20200421,S08000022,3,222,69.0083929126515,0.134790528233151,2,40,12.4339446689462,1425,442.959278831209
20200421,S08000024,65,1663,183.234535798497,0.20650689184155,8,202,22.2569911192402,6390,704.070164613588
20200421,S08000025,1,7,31.4324202963628,0.0630630630630631,0,1,4.49034575662326,104,466.995958688819
20200421,S08000026,0,54,235.602094240838,0.18815331010453001,0,5,21.8150087260035,233,1016.57940663176
20200421,S08000028,0,6,22.4550898203593,0.0560747663551402,0,0,0,101,377.994011976048
20200421,S08000029,29,614,164.368893053139,0.211870255348516,2,69,18.4714228349619,2284,611.430866015259
20200421,S08000030,45,1180,282.655041080796,0.220437138053428,5,90,21.5584353366709,4173,999.592785110307
20200421,S08000031,98,2360,199.472580972344,0.223930164152197,16,371,31.3577659070931,8179,691.30772871729
20200421,S08000032,46,1313,198.368333585134,0.241227264376263,6,162,24.4749962229944,4130,623.961323462759
20200422,S08000015,15,691,187.08035520901,0.200347926935344,3,82,22.2005631362357,2758,746.696989387048
20200422,S08000016,6,253,219.02865552766,0.213322091062395,1,28,24.2403255129426,933,807.722275127695
20200422,S08000017,1,247,165.927717318286,0.12393376818866,2,32,21.496708316539,1746,1172.91414752116
20200422,S08000019,20,648,211.322723715106,0.214073339940535,5,63,20.5452648056353,2379,775.828332898513
20200422,S08000020,38,658,112.344203517159,0.18111753371869,2,48,8.19532183711798,2975,507.939218029708
20200422,S08000022,0,222,69.0083929126515,0.130434782608696,0,40,12.4339446689462,1480,460.05595275101
20200422,S08000024,83,1746,192.379735119769,0.209805335255948,11,213,23.4690054871196,6576,724.564225743185
20200422,S08000025,0,7,31.4324202963628,0.0608695652173913,0,1,4.49034575662326,108,484.957341715312
20200422,S08000026,0,54,235.602094240838,0.1875,0,5,21.8150087260035,234,1020.94240837696
20200422,S08000028,0,6,22.4550898203593,0.055045871559633,0,0,0,103,385.479041916168
20200422,S08000029,26,640,171.329139338777,0.211640211640212,3,72,19.2745281756124,2384,638.201044036943
20200422,S08000030,31,1211,290.080724363427,0.219264892268695,2,92,22.0375116774858,4312,1032.88859079694
20200422,S08000031,79,2439,206.149841098113,0.224152191894127,8,379,32.0339441476773,8442,713.537088376496
20200422,S08000032,41,1354,204.562622752682,0.241440798858773,7,169,25.5325577881855,4254,642.695271189001
20200423,S08000015,16,707,191.412172406324,0.199548405306238,2,84,22.7420402858999,2836,767.814598223955
20200423,S08000016,4,257,222.491559172366,0.212924606462303,1,29,25.1060514241191,950,822.439615617695
20200423,S08000017,1,248,166.599489453177,0.122167487684729,0,32,21.496708316539,1782,1197.09794437727
20200423,S08000019,34,682,222.410644403861,0.217543859649123,2,65,21.1974954343856,2453,799.960866162275
20200423,S08000020,47,705,120.36878948267,0.184217402665273,5,53,9.0490011951511,3122,533.037391155882
20200423,S08000022,7,229,71.1843332297171,0.129818594104308,0,40,12.4339446689462,1535,477.152626670811
20200423,S08000024,55,1801,198.439806959166,0.21074186754037,13,226,24.9013861037044,6745,743.185173758787
20200423,S08000025,0,7,31.4324202963628,0.0588235294117647,0,1,4.49034575662326,112,502.918724741805
20200423,S08000026,0,54,235.602094240838,0.182432432432432,0,5,21.8150087260035,242,1055.84642233857
20200423,S08000028,0,6,22.4550898203593,0.0526315789473684,0,0,0,108,404.191616766467
20200423,S08000029,18,658,176.14777138268,0.211643615310389,1,73,19.5422299558292,2451,656.137063311471
20200423,S08000030,21,1232,295.111025941984,0.217744786143514,3,95,22.7561261887082,4426,1060.19594222339
20200423,S08000031,85,2524,213.334234904321,0.223441926345609,16,395,33.3863006288458,8772,741.429440800595
20200423,S08000032,26,1380,208.490708566249,0.239458615304529,5,174,26.2879589061792,4383,662.184620033238
20200424,S08000015,13,720,194.931773879142,0.197856553998351,2,86,23.2835174355642,2919,790.285899935023
20200424,S08000016,2,259,224.223010994719,0.208366854384553,0,29,25.1060514241191,984,851.874296597697
20200424,S08000017,5,253,169.958350127637,0.121517771373679,0,32,21.496708316539,1829,1228.67123471718
20200424,S08000019,8,690,225.019566918862,0.214752567693744,3,68,22.1758413775111,2523,822.788938168536
20200424,S08000020,52,757,129.247054806215,0.189439439439439,4,57,9.7319446815776,3239,553.013488133857
20200424,S08000022,5,234,72.7385763133354,0.127659574468085,1,41,12.7447932856699,1599,497.046938141125
20200424,S08000024,52,1853,204.169329425505,0.211577985841516,10,236,26.0032173472311,6905,760.814473655215
20200424,S08000025,0,7,31.4324202963628,0.0564516129032258,0,1,4.49034575662326,117,525.370453524921
20200424,S08000026,0,54,235.602094240838,0.179401993355482,0,5,21.8150087260035,247,1077.66143106457
20200424,S08000028,0,6,22.4550898203593,0.05,0,0,0,114,426.646706586826
20200424,S08000029,21,679,181.769508767233,0.210477371357719,2,75,20.0776335162629,2547,681.836434212288
20200424,S08000030,35,1267,303.494861906245,0.216914911830166,5,100,23.9538170407454,4574,1095.6475914437
20200424,S08000031,83,2607,220.349584150382,0.223623262995368,7,402,33.977956589357,9051,765.01115694097
20200424,S08000032,29,1409,212.872035050612,0.237966559702753,4,178,26.8922798005741,4512,681.673968877474
20200425,S08000015,10,730,197.639159627464,0.196659482758621,5,91,24.6372103097249,2982,807.342430149448
20200425,S08000016,10,269,232.880270106484,0.210815047021944,1,30,25.9717773352956,1007,871.785992554757
20200425,S08000017,0,253,169.958350127637,0.119734973970658,0,32,21.496708316539,1860,1249.49617089883
20200425,S08000019,18,708,230.889642577615,0.215525114155251,5,73,23.8064179493869,2577,840.399165144795
20200425,S08000020,23,780,133.173979853167,0.18955042527339,4,61,10.4148881680041,3335,569.404131808093
20200425,S08000022,2,236,73.3602735467827,0.126609442060086,2,43,13.3664905191172,1628,506.061548026111
20200425,S08000024,22,1875,206.593358161264,0.21079258010118,8,244,26.8846823420525,7020,773.485532955772
20200425,S08000025,0,7,31.4324202963628,0.0551181102362205,0,1,4.49034575662326,120,538.841490794791
20200425,S08000026,0,54,235.602094240838,0.175324675324675,0,5,21.8150087260035,254,1108.20244328098
20200425,S08000028,0,6,22.4550898203593,0.048,0,0,0,119,445.359281437126
20200425,S08000029,9,688,184.178824789185,0.21039755351682,2,77,20.6130370766966,2582,691.205996519877
20200425,S08000030,3,1270,304.213476417467,0.214527027027027,5,105,25.1515078927827,4650,1113.85249239466
20200425,S08000031,59,2666,225.336398674691,0.223732796240349,8,410,34.6541348299412,9250,781.831090675502
20200425,S08000032,29,1438,217.253361534975,0.237254578452401,7,185,27.9498413657652,4623,698.443873696933
20200426,S08000015,19,749,202.783192549274,0.197573199683461,2,93,25.1786874593892,3042,823.586744639376
20200426,S08000016,3,272,235.477447840014,0.206373292867982,0,30,25.9717773352956,1046,905.549303090642
20200426,S08000017,1,254,170.630122262529,0.118802619270346,0,32,21.496708316539,1884,1265.61870213624
20200426,S08000019,22,730,238.064179493869,0.217132659131469,4,77,25.1108792068876,2632,858.335507435429
20200426,S08000020,17,797,136.07648967048,0.188996917239744,5,66,11.2685675260372,3420,583.916680894656
20200426,S08000022,4,240,74.6036680136773,0.126249342451341,1,44,13.6773391358408,1661,516.319552377992
20200426,S08000024,29,1904,209.788668767492,0.209714726291442,7,251,27.6559642125212,7175,790.563917230437
20200426,S08000025,0,7,31.4324202963628,0.0551181102362205,0,1,4.49034575662326,120,538.841490794791
20200426,S08000026,0,54,235.602094240838,0.173633440514469,0,5,21.8150087260035,257,1121.29144851658
20200426,S08000028,0,6,22.4550898203593,0.0476190476190476,0,0,0,120,449.101796407186
20200426,S08000029,6,694,185.785035470486,0.208033573141487,3,80,21.4161424173471,2642,707.268103332887
20200426,S08000030,5,1275,305.411167269504,0.213317717918688,3,108,25.8701224040051,4702,1126.30847725585
20200426,S08000031,39,2705,228.632767597539,0.223019210157474,13,423,35.7529244708905,9424,796.537967408209
20200426,S08000032,26,1464,221.181447348542,0.237008256435163,5,190,28.7052424837589,4713,712.041093820819
20200427,S08000015,20,769,208.197964045917,0.19507864028412,3,96,25.9909031838856,3173,859.053497942387
20200427,S08000016,8,280,242.403255129426,0.201583873290137,0,30,25.9717773352956,1109,960.090035494762
20200427,S08000017,3,257,172.645438667204,0.117512574302698,2,34,22.8402525863227,1930,1296.52022034126
20200427,S08000019,18,748,243.934255152622,0.214757393051967,4,81,26.4153404643882,2735,891.925384816071
20200427,S08000020,41,838,143.076660406351,0.18642936596218,3,69,11.7807751408571,3657,624.381082465426
20200427,S08000022,5,245,76.1579110972956,0.121227115289461,2,46,14.2990363692882,1776,552.067143301212
20200427,S08000024,112,2016,222.129178694991,0.212299915754002,12,263,28.9781617047533,7480,824.169770158003
20200427,S08000025,0,7,31.4324202963628,0.0526315789473684,0,1,4.49034575662326,126,565.783565334531
20200427,S08000026,0,54,235.602094240838,0.165644171779141,0,5,21.8150087260035,272,1186.73647469459
20200427,S08000028,0,6,22.4550898203593,0.0451127819548872,0,0,0,127,475.299401197605
20200427,S08000029,25,719,192.477579975907,0.205722460658083,7,87,23.2900548788649,2776,743.140141881944
20200427,S08000030,53,1328,318.106690301099,0.212582039378902,5,113,27.0678132560424,4919,1178.28826023427
20200427,S08000031,94,2799,236.577861924403,0.219529411764706,13,436,36.8517141118399,9951,841.081209006694
20200427,S08000032,51,1515,228.886538752077,0.233508014796547,9,199,30.0649644961475,4973,751.321951956489
20200428,S08000015,22,791,214.154212692224,0.193068098608738,5,101,27.3445960580464,3306,895.061728395062
20200428,S08000016,1,281,243.268981040603,0.198026779422128,1,31,26.8375032464722,1138,985.196086918881
20200428,S08000017,2,259,173.988982936988,0.115883668903803,0,34,22.8402525863227,1976,1327.42173854629
20200428,S08000019,22,770,251.108792068876,0.212942477876106,3,84,27.3936864075137,2846,928.124184711714
20200428,S08000020,30,868,148.19873655455,0.182506307821699,1,70,11.9515110124637,3888,663.821068806556
20200428,S08000022,11,256,79.5772458812558,0.119402985074627,0,46,14.2990363692882,1888,586.882188374262
20200428,S08000024,67,2083,229.51144802662,0.211086339683827,9,272,29.9698098239274,7785,857.775623085568
20200428,S08000025,0,7,31.4324202963628,0.05,0,1,4.49034575662326,133,597.215985630894
20200428,S08000026,0,54,235.602094240838,0.160714285714286,0,5,21.8150087260035,282,1230.3664921466
20200428,S08000028,0,6,22.4550898203593,0.0428571428571429,0,0,0,134,501.497005988024
20200428,S08000029,16,735,196.760808459376,0.201812191103789,2,89,23.8254584392986,2907,778.209075090349
20200428,S08000030,37,1365,326.969602606175,0.210713183081198,3,116,27.7864277672647,5113,1224.75866529331
20200428,S08000031,122,2921,246.889580093313,0.217806278428156,8,444,37.5278923524241,10490,886.638717966056
20200428,S08000032,50,1565,236.440549932014,0.227239727021925,8,207,31.2736062849373,5322,804.048949992446
20200429,S08000015,24,815,220.651938488196,0.189139011371548,2,103,27.8860732077106,3494,945.960580463504
20200429,S08000016,1,282,244.134706951779,0.191446028513238,0,31,26.8375032464722,1191,1031.07956021124
20200429,S08000017,2,261,175.332527206771,0.114023591087811,2,36,24.1837968561064,2028,1362.35388956066
20200429,S08000019,26,796,259.58779024263,0.207399687337155,3,87,28.3720323506392,3042,992.042786329246
20200429,S08000020,25,893,152.467133344716,0.174721189591078,1,71,12.1222468840703,4218,720.163906436742
20200429,S08000022,25,281,87.3484612993472,0.121908893709328,3,49,15.2315822194591,2024,629.157600248679
20200429,S08000024,58,2141,235.902069239075,0.204998085024895,10,282,31.0716410674541,8303,914.850481500253
20200429,S08000025,0,7,31.4324202963628,0.0463576158940397,0,1,4.49034575662326,144,646.609788953749
20200429,S08000026,0,54,235.602094240838,0.156976744186047,0,5,21.8150087260035,290,1265.2705061082
20200429,S08000028,0,6,22.4550898203593,0.0397350993377483,0,0,0,145,542.664670658683
20200429,S08000029,29,764,204.524160085665,0.195847218661882,4,93,24.896265560166,3137,839.780484540222
20200429,S08000030,29,1394,333.916209547992,0.206335109532268,2,118,28.2655041080796,5362,1284.40366972477
20200429,S08000031,141,3062,258.807221583609,0.212594598347566,8,452,38.204070593008304,11341,958.567178308202
20200429,S08000032,70,1635,247.016165583925,0.219492549335481,2,209,31.5757667321348,5814,878.380420003022
20200430,S08000015,16,831,224.98375568551,0.183079973562459,8,111,30.0519818063678,3708,1003.89863547758
20200430,S08000016,2,284,245.866158774132,0.18170185540627,0,31,26.8375032464722,1279,1107.26344039477
20200430,S08000017,2,263,176.676071476555,0.110876897133221,0,36,24.1837968561064,2109,1416.7674324869
20200430,S08000019,11,807,263.175058700757,0.198915454769534,2,89,29.0242629793895,3250,1059.87477171928
20200430,S08000020,28,921,157.247737749701,0.166425731839537,2,73,12.4637186272836,4613,787.604575721359
20200430,S08000022,29,310,96.3630711843332,0.124698310539019,1,50,15.5424308361828,2176,676.406589990675
20200430,S08000024,53,2194,241.741774829767,0.198068068971743,11,293,32.2836554353335,8883,978.756693624804
20200430,S08000025,0,7,31.4324202963628,0.0451612903225806,0,1,4.49034575662326,148,664.571171980242
20200430,S08000026,0,54,235.602094240838,0.152542372881356,0,5,21.8150087260035,300,1308.90052356021
20200430,S08000028,0,6,22.4550898203593,0.037037037037037,0,0,0,156,583.832335329341
20200430,S08000029,18,782,209.342792129568,0.188116430117873,1,94,25.1639673403828,3375,903.49350823183
20200430,S08000030,20,1414,338.706972956141,0.201052182567894,1,119,28.5050422784871,5619,1345.96497951949
20200430,S08000031,112,3174,268.273716951789,0.205996884735203,13,465,39.3028602339577,12234,1034.04557441342
20200430,S08000032,44,1679,253.663695422269,0.211274694853404,4,213,32.1800876265297,6268,946.970841516845
20200501,S08000015,26,857,232.022958631146,0.177029539351374,1,112,30.3227203811999,3984,1078.62248213125
20200501,S08000016,2,286,247.597610596485,0.169431279620853,0,31,26.8375032464722,1402,1213.74772746948
20200501,S08000017,4,267,179.363160016123,0.10779168348809,0,36,24.1837968561064,2210,1484.61641811098
20200501,S08000019,35,842,274.589094703887,0.195042853833681,1,90,29.3503782937647,3475,1133.25071745369
20200501,S08000020,31,952,162.540549769507,0.158693115519253,3,76,12.9759262421035,5047,861.703943998634
20200501,S08000022,3,313,97.2956170345042,0.117669172932331,0,50,15.5424308361828,2347,729.56170345042
20200501,S08000024,40,2234,246.149099803874,0.191447424800754,12,305,33.6058529275656,9435,1039.57777826748
20200501,S08000025,0,7,31.4324202963628,0.0432098765432099,0,1,4.49034575662326,155,696.003592276605
20200501,S08000026,0,54,235.602094240838,0.151260504201681,0,5,21.8150087260035,303,1321.98952879581
20200501,S08000028,0,6,22.4550898203593,0.0344827586206897,0,0,0,168,628.74251497006
20200501,S08000029,14,796,213.090617052603,0.179927667269439,3,97,25.9670726810333,3628,971.22205862669
20200501,S08000030,18,1432,343.018660023475,0.196030116358658,5,124,29.7027331305244,5873,1406.80767480298
20200501,S08000031,135,3309,279.684224761647,0.200910746812386,15,480,40.5706944350531,13161,1112.39772804111
20200501,S08000032,60,1739,262.728508838193,0.204708652148323,8,221,33.3887294153195,6756,1020.69799063303
20200502,S08000015,18,875,236.896252978124,0.172447772960189,2,114,30.8641975308642,4199,1136.83127572016
20200502,S08000016,3,289,250.194788330015,0.163369135104579,0,31,26.8375032464722,1480,1281.27434854125
20200502,S08000017,1,268,180.034932151014,0.103916246607212,0,36,24.1837968561064,2311,1552.46540373505
20200502,S08000019,4,846,275.893555961388,0.190712353471596,1,91,29.6764936081398,3590,1170.75397860684
20200502,S08000020,21,973,166.126003073246,0.15203125,6,82,14.0003414717432,5427,926.583575209151
20200502,S08000022,7,320,99.4715573515698,0.11343495214463,1,51,15.8532794529064,2501,777.432390425863
20200502,S08000024,31,2265,249.564776658807,0.188373253493014,11,316,34.817867295445,9759,1075.27711055775
20200502,S08000025,0,7,31.4324202963628,0.0414201183431953,0,1,4.49034575662326,162,727.436012572968
20200502,S08000026,0,54,235.602094240838,0.15041782729805,0,5,21.8150087260035,305,1330.71553228621
20200502,S08000028,0,6,22.4550898203593,0.0338983050847458,0,0,0,171,639.97005988024
20200502,S08000029,2,798,213.626020613037,0.174961631221223,3,100,26.7701780216838,3763,1007.36179895596
20200502,S08000030,18,1450,347.330347090809,0.193565612067815,3,127,30.4213476417467,6041,1447.05008743143
20200502,S08000031,69,3378,285.516262086686,0.196258424355101,12,492,41.5849617959294,13834,1169.28122253026
20200502,S08000032,43,1782,269.224958452939,0.202109561075196,5,226,34.1441305333132,7035,1062.84937301707
20200503,S08000015,15,890,240.957331600606,0.169459253617669,1,115,31.1349361056963,4362,1180.9616634178
20200503,S08000016,5,294,254.523417885897,0.157051282051282,0,31,26.8375032464722,1578,1366.11548783655
20200503,S08000017,0,268,180.034932151014,0.101630640879788,1,37,24.8555689909983,2369,1591.42818755878
20200503,S08000019,15,861,280.785285677015,0.187581699346405,2,93,30.3287242368902,3729,1216.08400730498
20200503,S08000020,10,983,167.833361789312,0.148220747889023,3,85,14.5125490865631,5649,964.486938705822
20200503,S08000022,4,324,100.714951818464,0.111225540679712,1,52,16.1641280696301,2589,804.787068697544
20200503,S08000024,45,2310,254.523017254677,0.185066495753886,9,325,35.8095154146191,10172,1120.7827409154
20200503,S08000025,0,7,31.4324202963628,0.0406976744186047,0,1,4.49034575662326,165,740.907049842838
20200503,S08000026,0,54,235.602094240838,0.149171270718232,0,5,21.8150087260035,308,1343.80453752182
20200503,S08000028,0,6,22.4550898203593,0.0324324324324324,0,0,0,179,669.910179640719
20200503,S08000029,2,800,214.161424173471,0.169419737399407,1,101,27.0378798019007,3922,1049.92638201044
20200503,S08000030,4,1454,348.288499772439,0.19078861041858,5,132,31.619038493784,6167,1477.23189690277
20200503,S08000031,58,3436,290.418554330922,0.191377965912888,10,502,42.4301845966597,14518,1227.09446210021
20200503,S08000032,31,1813,273.908445384499,0.196084793424183,3,229,34.5973712041094,7433,1122.97930200937
20200504,S08000015,29,919,248.808750270739,0.168407549935862,1,116,31.4056746805285,4538,1228.61165258826
20200504,S08000016,1,295,255.389143797074,0.15074092999489,0,31,26.8375032464722,1662,1438.83646437538
20200504,S08000017,0,268,180.034932151014,0.0987108655616943,1,38,25.5273411258901,2447,1643.82641408034
20200504,S08000019,9,870,283.720323506392,0.183583034395442,3,96,31.3070701800157,3869,1261.74015131751
20200504,S08000020,19,1002,171.077343349838,0.139671034290493,1,86,14.6832849581697,6172,1053.78179955609
20200504,S08000022,2,326,101.336649051912,0.105467486250404,2,54,16.7858253030774,2765,859.496425240908
20200504,S08000024,57,2367,260.80345534278,0.183958964793658,10,335,36.9113466581458,10500,1156.92280570308
20200504,S08000025,0,7,31.4324202963628,0.0384615384615385,0,1,4.49034575662326,175,785.810507409071
20200504,S08000026,0,54,235.602094240838,0.144,0,5,21.8150087260035,321,1400.52356020942
20200504,S08000028,0,6,22.4550898203593,0.0307692307692308,0,0,0,189,707.335329341317
20200504,S08000029,12,812,217.373845536073,0.165815805595262,3,104,27.8409851425512,4085,1093.56177218579
20200504,S08000030,21,1475,353.318801350995,0.186496396510305,4,136,32.5771911754138,6434,1541.18858840156
20200504,S08000031,135,3571,301.82906214078,0.190250399573788,11,513,43.359929677463,15199,1284.65413482994
20200504,S08000032,44,1857,280.555975222843,0.193619017829215,4,233,35.2016920985043,7734,1168.45444931258
20200505,S08000015,15,934,252.869828893221,0.165485471296953,2,118,31.9471518301928,4710,1275.17868745939
20200505,S08000016,1,296,256.25486970825,0.147190452511188,0,31,26.8375032464722,1715,1484.71993766773
20200505,S08000017,1,269,180.706704285906,0.0965541995692749,2,40,26.8708853956738,2517,1690.85046352277
20200505,S08000019,12,882,287.633707278894,0.18,5,101,32.9376467518915,4018,1310.33133315941
20200505,S08000020,20,1022,174.49206078197,0.135453943008615,1,87,14.8540208297763,6523,1113.71009049001
20200505,S08000022,3,329,102.269194902083,0.0996969696969697,1,55,17.0966739198011,2971,923.531240285981
20200505,S08000024,56,2423,266.97371030652897,0.180322988762373,9,344,37.9029947773199,11014,1213.55693162035
20200505,S08000025,0,7,31.4324202963628,0.0374331550802139,0,1,4.49034575662326,180,808.262236192187
20200505,S08000026,0,54,235.602094240838,0.140992167101828,0,5,21.8150087260035,329,1435.42757417103
20200505,S08000028,0,6,22.4550898203593,0.0298507462686567,0,0,0,195,729.790419161677
20200505,S08000029,11,823,220.318565118458,0.161848574237955,4,108,28.9117922634186,4262,1140.94498728417
20200505,S08000030,19,1494,357.870026588737,0.183583189972966,7,143,34.253958368266,6644,1591.49160418713
20200505,S08000031,93,3664,309.689634187572,0.186406186406186,12,525,44.3741970383393,15992,1351.68030292785
20200505,S08000032,57,1914,289.167547967971,0.190903650508677,7,240,36.2592536636954,8112,1225.56277383291
20200506,S08000015,29,963,260.721247563353,0.162833953331079,4,122,33.0301061295213,4951,1340.42668399394
20200506,S08000016,0,296,256.25486970825,0.142170989433237,0,31,26.8375032464722,1786,1546.18647736127
20200506,S08000017,0,269,180.706704285906,0.0945518453427065,0,40,26.8708853956738,2576,1730.48501948139
20200506,S08000019,8,890,290.242629793895,0.175369458128079,5,106,34.5682233237673,4185,1364.7925906600599
20200506,S08000020,33,1055,180.126344544989,0.131940970485243,5,92,15.7077001878095,6941,1185.07768482158
20200506,S08000022,7,336,104.445135219148,0.0971098265895954,2,57,17.7183711532484,3124,971.0910786447
20200506,S08000024,51,2474,272.593049648516,0.176827960831963,8,352,38.7844597721413,11517,1268.97904316975
20200506,S08000025,0,7,31.4324202963628,0.0368421052631579,0,1,4.49034575662326,183,821.733273462057
20200506,S08000026,0,54,235.602094240838,0.124423963133641,0,5,21.8150087260035,380,1657.94066317627
20200506,S08000028,0,6,22.4550898203593,0.028169014084507,0,0,0,207,774.700598802395
20200506,S08000029,4,827,221.389372239325,0.15767397521449,1,109,29.1794940436354,4418,1182.70646499799
20200506,S08000030,13,1507,360.984022804034,0.179832935560859,3,146,34.9725728794883,6873,1646.34584521043
20200506,S08000031,92,3756,317.46568395429,0.180959722489882,8,533,45.0503752789235,17000,1436.87876124146
20200506,S08000032,69,1983,299.592083396283,0.187641937925814,7,247,37.3168152288865,8585,1297.0237195951
20200507,S08000015,15,978,264.782326185835,0.158869395711501,2,124,33.5715832791856,5178,1401.88434048083
20200507,S08000016,2,298,257.986321530603,0.138927738927739,0,31,26.8375032464722,1847,1598.99575794304
20200507,S08000017,0,269,180.706704285906,0.0918088737201365,0,40,26.8708853956738,2661,1787.5856509472
20200507,S08000019,23,913,297.743282024524,0.17275307473983,1,107,34.8943386381424,4372,1425.77615444821
20200507,S08000020,22,1077,183.882533720335,0.128367103694875,5,97,16.5613795458426,7313,1248.59142905925
20200507,S08000022,0,336,104.445135219148,0.0922570016474465,0,57,17.7183711532484,3306,1027.6655268884101
20200507,S08000024,52,2526,278.322572114855,0.175173370319001,7,359,39.55574164261,11894,1310.51808105071
20200507,S08000025,0,7,31.4324202963628,0.035175879396984903,0,1,4.49034575662326,192,862.146385271666
20200507,S08000026,0,54,235.602094240838,0.121896162528217,0,5,21.8150087260035,389,1697.20767888307
20200507,S08000028,0,6,22.4550898203593,0.0265486725663717,0,0,0,220,823.353293413174
20200507,S08000029,6,833,222.995582920626,0.154803939788143,0,109,29.1794940436354,4548,1217.50769642618
20200507,S08000030,13,1520,364.098019019331,0.17688816478529,1,147,35.2121110498958,7073,1694.25347929193
20200507,S08000031,126,3882,328.115491243492,0.177397980167253,20,553,46.7408208803841,18001,1521.48556359456
20200507,S08000032,31,2014,304.275570327844,0.182692307692308,3,250,37.7700558996827,9010,1361.23281462457
20200508,S08000015,15,993,268.843404808317,0.154962546816479,3,127,34.383799003682,5415,1466.04938271605
20200508,S08000016,1,299,258.85204744178,0.135662431941924,0,31,26.8375032464722,1905,1649.20786079127
20200508,S08000017,1,270,181.378476420798,0.0891677675033025,0,40,26.8708853956738,2758,1852.74754803171
20200508,S08000019,5,918,299.3738585964,0.16899852724595,1,108,35.2204539525176,4514,1472.08452908949
20200508,S08000020,24,1101,187.980194638894,0.125958128360599,2,99,16.9028512890558,7640,1304.42205907461
20200508,S08000022,2,338,105.066832452596,0.0879979172090601,1,58,18.029219769972,3503,1088.90270438297
20200508,S08000024,51,2577,283.941911456841,0.173115679161628,8,367,40.4372066374314,12309,1356.24407765707
20200508,S08000025,0,7,31.4324202963628,0.0341463414634146,0,1,4.49034575662326,198,889.088459811406
20200508,S08000026,0,54,235.602094240838,0.120805369127517,0,5,21.8150087260035,393,1714.65968586387
20200508,S08000028,0,6,22.4550898203593,0.025974025974026,0,0,0,225,842.065868263473
20200508,S08000029,4,837,224.066390041494,0.151493212669683,0,109,29.1794940436354,4688,1254.98594565654
20200508,S08000030,15,1535,367.691091575443,0.174590536851683,3,150,35.9307255611182,7257,1738.3285026469
20200508,S08000031,86,3968,335.384407329772,0.172611797459544,13,566,47.8396105213334,19020,1607.61376698898
20200508,S08000032,50,2064,311.829581507781,0.1789802289282,3,253,38.2232965704789,9468,1430.42755703278
20200509,S08000015,27,1020,276.153346328785,0.153222172149617,1,128,34.6545375785142,5637,1526.15334632878
20200509,S08000016,4,303,262.314951086486,0.134966592427617,0,31,26.8375032464722,1942,1681.2397195048
20200509,S08000017,0,270,181.378476420798,0.0880052151238592,0,40,26.8708853956738,2798,1879.61843342738
20200509,S08000019,3,921,300.352204539525,0.16609558160505,1,109,35.5465692668928,4624,1507.95721367075
20200509,S08000020,31,1132,193.273006658699,0.125610297381269,2,101,17.2443230322691,7880,1345.3986682602
20200509,S08000022,2,340,105.688529686043,0.0854700854700855,0,58,18.029219769972,3638,1130.86726764066
20200509,S08000024,19,2596,286.035390819542,0.170520231213873,9,376,41.4288547566055,12628,1391.39249432557
20200509,S08000025,0,7,31.4324202963628,0.033175355450237,0,1,4.49034575662326,204,916.030534351145
20200509,S08000026,0,54,235.602094240838,0.119733924611973,0,5,21.8150087260035,397,1732.11169284468
20200509,S08000028,0,6,22.4550898203593,0.0252100840336134,0,0,0,232,868.263473053892
20200509,S08000029,3,840,224.869495382144,0.148751549495307,3,112,29.9825993842859,4807,1286.84245750234
20200509,S08000030,7,1542,369.367858768295,0.172098214285714,2,152,36.4098019019331,7418,1776.8941480825
20200509,S08000031,50,4018,339.610521333423,0.170434782608696,10,576,48.6848333220637,19557,1653.00223138819
20200509,S08000032,31,2095,316.513068439341,0.176361646603249,6,259,39.1297779120713,9784,1478.16890768998
