Date,CA,CAName,DailyPositive,CumulativePositive,CrudeRatePositive,CumulativePositivePercent,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200421,S12000040,West Lothian,10,238,129.98361551065,0.156888595912986,0,28,15.2921900600765,1279,698.525395958493
20200421,S12000041,Angus,5,286,246.127366609294,0.211851851851852,1,16,13.7693631669535,1064,915.66265060241
20200421,S12000042,Dundee City,31,638,427.270291990356,0.266722408026756,3,50,33.4851326011251,1754,1174.65845164747
20200421,S12000045,East Dunbartonshire,12,207,190.537555228277,0.226229508196721,1,15,13.8070692194404,708,651.693667157585
20200421,S12000047,Fife,29,614,164.368893053139,0.211870255348516,2,69,18.4714228349619,2284,611.430866015259
20200421,S12000048,Perth & Kinross,9,252,165.844027640671,0.158690176322418,1,24,15.7946692991116,1336,879.236590983876
20200421,S12000049,Glasgow City,52,1254,198.066717210008,0.224610424502955,13,209,33.0111195350013,4329,683.756633813495
20200421,S12000050,North Lanarkshire,27,670,196.267979025691,0.239456754824875,2,81,23.7279198523596,2128,623.370536368164
20200422,S12000005,Clackmannanshire,6,101,195.964299573147,0.198039215686275,0,6,11.6414435389988,409,793.558401241754
20200422,S12000006,Dumfries & Galloway,1,247,165.927717318286,0.123871614844534,2,32,21.496708316539,1747,1173.58591965605
20200422,S12000008,East Ayrshire,8,241,197.52479304975,0.204237288135593,2,25,20.4901237603475,939,769.609048438653
20200422,S12000010,East Lothian,4,182,169.950508917733,0.194236926360726,2,40,37.3517602016995,755,705.014473807078
20200422,S12000011,East Renfrewshire,4,161,168.533444991102,0.18677494199536,0,23,24.0762064273003,701,733.800900240762
20200422,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.055045871559633,0,0,0,103,385.479041916168
20200422,S12000014,Falkirk,12,392,243.644726210454,0.234309623430962,4,38,23.6186214183604,1281,796.196158866306
20200422,S12000017,Highland,0,121,51.3081456981724,0.106701940035273,0,17,7.20858245346224,1013,429.546707373956
20200422,S12000018,Inverclyde,8,267,343.18766066838,0.324029126213592,0,51,65.5526992287918,557,715.938303341902
20200422,S12000019,Midlothian,16,278,300.670560242267,0.24580017683466,2,33,35.6911096690461,853,922.561107505948
20200422,S12000020,Moray,0,31,32.3523272803173,0.0780856423173804,0,0,0,366,381.966186599875
20200422,S12000021,North Ayrshire,5,211,156.597892236901,0.187056737588652,1,31,23.0072732670328,917,680.569986640938
20200422,S12000023,Orkney Islands,0,7,31.4324202963628,0.0608695652173913,0,1,4.49034575662326,108,484.957341715312
20200422,S12000026,Scottish Borders,6,253,219.02865552766,0.213322091062395,1,28,24.2403255129426,933,807.722275127695
20200422,S12000027,Shetland Islands,0,54,235.602094240838,0.1875,0,5,21.8150087260035,234,1020.94240837696
20200422,S12000028,South Ayrshire,3,222,197.140573661309,0.211832061068702,0,25,22.2005150519492,826,733.505017316402
20200422,S12000029,South Lanarkshire,20,653,203.725080335694,0.249141549027089,3,84,26.2065953264905,1968,613.983090506349
20200422,S12000030,Stirling,2,152,161.341683473092,0.184466019417476,1,19,20.1677104341365,672,713.300074302091
20200422,S12000033,Aberdeen City,18,334,146.062010757861,0.198573127229489,1,19,8.30891677963878,1348,589.495779944899
20200422,S12000034,Aberdeenshire,18,279,106.810612151143,0.191620879120879,1,29,11.1021783239539,1177,450.595306458405
20200422,S12000035,Argyll & Bute,1,98,114.126004425294,0.182835820895522,0,23,26.7846745079772,438,510.073366717131
20200422,S12000036,City of Edinburgh,53,1002,190.882593869659,0.224211232938017,7,112,21.3361781570876,3467,660.469014916275
20200422,S12000038,Renfrewshire,7,302,168.620882188721,0.198162729658793,3,41,22.892238972641,1222,682.300390843104
20200422,S12000039,West Dunbartonshire,15,193,217.024626110424,0.232530120481928,2,34,38.2323175531317,637,716.293714157202
20200422,S12000040,West Lothian,10,248,135.445111960677,0.159076330981398,0,28,15.2921900600765,1311,716.00218459858
20200422,S12000041,Angus,7,293,252.151462994836,0.209885386819484,0,16,13.7693631669535,1103,949.225473321859
20200422,S12000042,Dundee City,21,659,441.334047682829,0.267234387672344,1,51,34.1548352531476,1807,1210.15269220466
20200422,S12000045,East Dunbartonshire,2,209,192.378497790869,0.223290598290598,0,15,13.8070692194404,727,669.182621502209
20200422,S12000047,Fife,26,640,171.329139338777,0.211640211640212,3,72,19.2745281756124,2384,638.201044036943
20200422,S12000048,Perth & Kinross,3,255,167.81836130306,0.155677655677656,1,25,16.4527805199079,1383,910.167818361303
20200422,S12000049,Glasgow City,40,1294,204.384634824362,0.224613782329457,3,212,33.4849633560778,4467,705.553449583017
20200422,S12000050,North Lanarkshire,20,690,202.126724668249,0.23883696780893,4,85,24.8996689808712,2199,644.169083399244
20200423,S12000005,Clackmannanshire,1,102,197.90454016298,0.197292069632495,1,7,13.581684128832,415,805.199844780753
20200423,S12000006,Dumfries & Galloway,1,248,166.599489453177,0.122107336287543,0,32,21.496708316539,1783,1197.76971651216
20200423,S12000008,East Ayrshire,6,247,202.442422752233,0.203459637561779,2,27,22.1293336611753,967,792.557987050242
20200423,S12000010,East Lothian,5,187,174.619478942945,0.193381592554292,4,44,41.0869362218695,780,728.35932393314
20200423,S12000011,East Renfrewshire,3,164,171.673819742489,0.1859410430839,0,23,24.0762064273003,718,751.596357165288
20200423,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.0526315789473684,0,0,0,108,404.191616766467
20200423,S12000014,Falkirk,27,419,260.426378270868,0.239428571428571,1,39,24.2401640872646,1331,827.273292311517
20200423,S12000017,Highland,1,122,51.7321799601408,0.104362703165098,0,17,7.20858245346224,1047,443.96387228088
20200423,S12000018,Inverclyde,3,270,347.043701799486,0.312138728323699,1,52,66.8380462724936,595,764.781491002571
20200423,S12000019,Midlothian,8,286,309.322950465066,0.246339362618432,2,35,37.8542072247458,875,946.355180618646
20200423,S12000020,Moray,1,32,33.3959507409727,0.0774818401937046,0,0,0,381,397.620538509706
20200423,S12000021,North Ayrshire,6,217,161.05091286923,0.1865864144454,0,31,23.0072732670328,946,702.092919697195
20200423,S12000023,Orkney Islands,0,7,31.4324202963628,0.0588235294117647,0,1,4.49034575662326,112,502.918724741805
20200423,S12000026,Scottish Borders,4,257,222.491559172366,0.212924606462303,1,29,25.1060514241191,950,822.439615617695
20200423,S12000027,Shetland Islands,0,54,235.602094240838,0.182432432432432,0,5,21.8150087260035,242,1055.84642233857
20200423,S12000028,South Ayrshire,4,226,200.692656069621,0.210624417520969,0,25,22.2005150519492,847,752.153449960039
20200423,S12000029,South Lanarkshire,6,659,205.596980001872,0.244890375325158,4,88,27.4545284372758,2032,633.950020278913
20200423,S12000030,Stirling,6,158,167.710434136504,0.186320754716981,0,19,20.1677104341365,690,732.406326292326
20200423,S12000033,Aberdeen City,30,364,159.181353041501,0.204494382022472,2,21,9.18353959854813,1416,619.232955787817
20200423,S12000034,Aberdeenshire,16,295,112.935951916083,0.192182410423453,3,32,12.2506795298802,1240,474.713831782857
20200423,S12000035,Argyll & Bute,6,104,121.113310818679,0.184397163120567,0,23,26.7846745079772,460,535.693490159544
20200423,S12000036,City of Edinburgh,36,1038,197.740651134437,0.226094532781529,5,117,22.288686110529,3553,676.852151715467
20200423,S12000038,Renfrewshire,16,318,177.554438860972,0.201393286890437,1,42,23.4505862646566,1261,704.075935231714
20200423,S12000039,West Dunbartonshire,6,199,223.771505678624,0.230324074074074,2,36,40.4812774091982,665,747.779152142134
20200423,S12000040,West Lothian,5,253,138.175860185691,0.158223889931207,2,30,16.3844893500819,1346,735.117422173676
20200423,S12000041,Angus,4,297,255.593803786575,0.207402234636872,3,19,16.3511187607573,1135,976.764199655766
20200423,S12000042,Dundee City,12,671,449.370479507099,0.265953230281411,0,51,34.1548352531476,1852,1240.28931154567
20200423,S12000045,East Dunbartonshire,8,217,199.742268041237,0.221654749744637,2,17,15.6480117820324,762,701.39911634757
20200423,S12000047,Fife,18,658,176.14777138268,0.211643615310389,1,73,19.5422299558292,2451,656.137063311471
20200423,S12000048,Perth & Kinross,5,260,171.108917407042,0.154761904761905,0,25,16.4527805199079,1420,934.517933530767
20200423,S12000049,Glasgow City,47,1341,211.808188021228,0.224360046846244,10,222,35.0644427596664,4636,732.246651503664
20200423,S12000050,North Lanarkshire,20,710,207.985470310806,0.238896366083445,1,86,25.1926062629991,2262,662.624132173302
20200424,S12000005,Clackmannanshire,3,105,203.72526193248,0.19774011299435,1,8,15.5219247186651,426,826.542491268917
20200424,S12000006,Dumfries & Galloway,5,253,169.958350127637,0.121459433509362,0,32,21.496708316539,1830,1229.34300685208
20200424,S12000008,East Ayrshire,2,249,204.081632653061,0.200321802091714,1,28,22.9489386115892,994,814.687320711417
20200424,S12000010,East Lothian,1,188,175.553272947988,0.190862944162437,2,46,42.9545242319544,797,744.233822018863
20200424,S12000011,East Renfrewshire,7,171,179.001360829059,0.187705817782656,0,23,24.0762064273003,740,774.625772008793
20200424,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.05,0,0,0,114,426.646706586826
20200424,S12000014,Falkirk,6,425,264.155634284294,0.236768802228412,2,41,25.483249425073,1370,851.513456398782
20200424,S12000017,Highland,1,123,52.1562142221091,0.101568951279934,1,18,7.63261671543061,1088,461.349277021583
20200424,S12000018,Inverclyde,7,277,356.041131105398,0.309843400447427,0,52,66.8380462724936,617,793.05912596401
20200424,S12000019,Midlothian,7,293,316.893791910015,0.247466216216216,1,36,38.9357560025957,891,963.659961064244
20200424,S12000020,Moray,1,33,34.439574201628,0.0785714285714286,2,2,2.08724692131079,387,403.882279273638
20200424,S12000021,North Ayrshire,8,225,166.988273712335,0.186567164179104,0,31,23.0072732670328,981,728.06887338578
20200424,S12000023,Orkney Islands,0,7,31.4324202963628,0.0564516129032258,0,1,4.49034575662326,117,525.370453524921
20200424,S12000026,Scottish Borders,2,259,224.223010994719,0.208366854384553,0,29,25.1060514241191,984,851.874296597697
20200424,S12000027,Shetland Islands,0,54,235.602094240838,0.179401993355482,0,5,21.8150087260035,247,1077.66143106457
20200424,S12000028,South Ayrshire,3,229,203.356717875855,0.208371246587807,1,26,23.0885356540272,870,772.577923807832
20200424,S12000029,South Lanarkshire,14,673,209.96474588962,0.243487698986975,1,89,27.7665117149721,2091,652.357033662996
20200424,S12000030,Stirling,0,158,167.710434136504,0.182237600922722,0,19,20.1677104341365,709,752.574036726462
20200424,S12000033,Aberdeen City,28,392,171.426072506232,0.211093161012386,1,22,9.6208510080028,1465,640.661214851095
20200424,S12000034,Aberdeenshire,23,318,121.741127828184,0.196296296296296,1,33,12.6335132651889,1302,498.449523371999
20200424,S12000035,Argyll & Bute,4,108,125.771515080936,0.183361629881155,0,23,26.7846745079772,481,560.149062536392
20200424,S12000036,City of Edinburgh,36,1074,204.598708399215,0.227783669141039,6,123,23.4316956546587,3641,693.616291696036
20200424,S12000038,Renfrewshire,10,328,183.137911781128,0.201722017220172,1,43,24.0089335566723,1298,724.734785036293
20200424,S12000039,West Dunbartonshire,8,207,232.76734510289,0.231284916201117,1,37,41.6057573372315,688,773.6421904869
20200424,S12000040,West Lothian,6,259,141.452758055707,0.157734470158343,1,31,16.9306389950847,1383,755.324959038777
20200424,S12000041,Angus,14,311,267.641996557659,0.209851551956815,1,20,17.2117039586919,1171,1007.74526678141
20200424,S12000042,Dundee City,18,689,461.425127243504,0.263681592039801,2,53,35.4942405571926,1924,1288.50790249129
20200424,S12000045,East Dunbartonshire,5,222,204.344624447717,0.219367588932806,1,18,16.5684830633284,790,727.172312223859
20200424,S12000047,Fife,21,679,181.769508767233,0.210477371357719,2,75,20.0776335162629,2547,681.836434212288
20200424,S12000048,Perth & Kinross,3,263,173.083251069431,0.152552204176334,2,27,17.7690029615005,1461,961.500493583416
20200424,S12000049,Glasgow City,46,1387,219.073793277736,0.22490676179666,4,226,35.6962345211018,4780,754.99115491534
20200424,S12000050,North Lanarkshire,16,726,212.672466824853,0.237721021611002,3,89,26.0714181093828,2328,681.957992793743
20200425,S12000005,Clackmannanshire,5,110,213.426464881645,0.202205882352941,2,10,19.4024058983314,434,842.064415987582
20200425,S12000006,Dumfries & Galloway,0,253,169.958350127637,0.119678334910123,0,32,21.496708316539,1861,1250.16794303372
20200425,S12000008,East Ayrshire,5,254,208.179657405131,0.199528672427337,3,31,25.4077534628309,1019,835.17744447176506
20200425,S12000010,East Lothian,0,188,175.553272947988,0.188376753507014,0,46,42.9545242319544,810,756.373144084415
20200425,S12000011,East Renfrewshire,4,175,183.188527164242,0.188577586206897,2,25,26.1697895948917,753,788.234062598137
20200425,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.048,0,0,0,119,445.359281437126
20200425,S12000014,Falkirk,8,433,269.127975635527,0.235582154515778,3,44,27.3478774317857,1405,873.26744981043
20200425,S12000017,Highland,1,124,52.5802484840775,0.100895036615134,0,18,7.63261671543061,1105,468.557859475046
20200425,S12000018,Inverclyde,1,278,357.3264781491,0.305830583058306,1,53,68.1233933161954,631,811.053984575835
20200425,S12000019,Midlothian,2,295,319.056889465715,0.245016611295681,2,38,41.0988535582955,909,983.127839065542
20200425,S12000020,Moray,1,34,35.4831976622834,0.0787037037037037,0,2,2.08724692131079,398,415.362137340847
20200425,S12000021,North Ayrshire,1,226,167.730443817723,0.184791496320523,1,32,23.749443372421,997,739.94359507199
20200425,S12000023,Orkney Islands,0,7,31.4324202963628,0.0551181102362205,0,1,4.49034575662326,120,538.841490794791
20200425,S12000026,Scottish Borders,10,269,232.880270106484,0.210815047021944,1,30,25.9717773352956,1007,871.785992554757
20200425,S12000027,Shetland Islands,0,54,235.602094240838,0.175324675324675,0,5,21.8150087260035,254,1108.20244328098
20200425,S12000028,South Ayrshire,4,233,206.908800284167,0.20729537366548,1,27,23.9765562561051,891,791.22635645147
20200425,S12000029,South Lanarkshire,17,690,215.268461610458,0.242957746478873,3,92,28.702461548061,2150,670.764047047078
20200425,S12000030,Stirling,5,163,173.017726356013,0.184180790960452,0,19,20.1677104341365,722,766.372996497187
20200425,S12000033,Aberdeen City,18,410,179.297677876416,0.213430504945341,2,24,10.4954738269121,1511,660.77753968601
20200425,S12000034,Aberdeenshire,4,322,123.272462769419,0.193625977149729,2,35,13.3991807358064,1341,513.380039049041
20200425,S12000035,Argyll & Bute,1,109,126.936066146501,0.181364392678869,2,25,29.1137766391056,492,572.959124257599
20200425,S12000036,City of Edinburgh,13,1087,207.075229078163,0.227310748640736,6,129,24.5747051987884,3695,703.903377593203
20200425,S12000038,Renfrewshire,7,335,187.046342825237,0.201201201201201,1,44,24.5672808486879,1330,742.601898380793
20200425,S12000039,West Dunbartonshire,10,217,244.012144383223,0.23510292524377,0,37,41.6057573372315,706,793.882829191499
20200425,S12000040,West Lothian,7,266,145.275805570726,0.158995815899582,0,31,16.9306389950847,1407,768.432550518842
20200425,S12000041,Angus,1,312,268.502581755594,0.207861425716189,0,20,17.2117039586919,1189,1023.23580034423
20200425,S12000042,Dundee City,1,690,462.094829895526,0.26027913994719,4,57,38.1730511652826,1961,1313.28690061613
20200425,S12000045,East Dunbartonshire,7,229,210.787923416789,0.221684414327202,2,20,18.4094256259205,804,740.058910162003
20200425,S12000047,Fife,9,688,184.178824789185,0.21039755351682,2,77,20.6130370766966,2582,691.205996519877
20200425,S12000048,Perth & Kinross,1,264,173.741362290227,0.151289398280802,1,28,18.4271141822968,1481,974.662717999342
20200425,S12000049,Glasgow City,30,1417,223.812231488501,0.224777918781726,2,228,36.0121304018196,4887,771.891584533738
20200425,S12000050,North Lanarkshire,11,737,215.89477692826,0.236369467607441,4,93,27.2431672378944,2381,697.483668746521
20200426,S12000005,Clackmannanshire,4,114,221.187427240978,0.205405405405405,1,11,21.3426464881645,441,855.646100116414
20200426,S12000006,Dumfries & Galloway,1,254,170.630122262529,0.118747078073866,0,32,21.496708316539,1885,1266.29047427113
20200426,S12000008,East Ayrshire,8,262,214.736497008442,0.201383551114527,1,32,26.2273584132448,1039,851.569543480043
20200426,S12000010,East Lothian,2,190,177.420860958073,0.18664047151277,1,47,43.8883182369969,828,773.18143617518
20200426,S12000011,East Renfrewshire,5,180,188.42248508322,0.190677966101695,0,25,26.1697895948917,764,799.748770019889
20200426,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.0476190476190476,0,0,0,120,449.101796407186
20200426,S12000014,Falkirk,18,451,280.315743675803,0.237743806009489,2,46,28.5909627695941,1446,898.750699235503
20200426,S12000017,Highland,3,127,53.8523512699826,0.101275917065391,1,19,8.05665097739897,1127,477.88661323835
20200426,S12000018,Inverclyde,1,279,358.611825192802,0.303260869565217,0,53,68.1233933161954,641,823.907455012854
20200426,S12000019,Midlothian,7,302,326.627730910664,0.244931062449311,0,38,41.0988535582955,931,1006.92191217824
20200426,S12000020,Moray,1,35,36.5268211229388,0.0786516853932584,0,2,2.08724692131079,410,427.885618868712
20200426,S12000021,North Ayrshire,6,232,172.18346445005201,0.184419713831479,0,32,23.749443372421,1026,761.466528128247
20200426,S12000023,Orkney Islands,0,7,31.4324202963628,0.0551181102362205,0,1,4.49034575662326,120,538.841490794791
20200426,S12000026,Scottish Borders,3,272,235.477447840014,0.206373292867982,0,30,25.9717773352956,1046,905.549303090642
20200426,S12000027,Shetland Islands,0,54,235.602094240838,0.173633440514469,0,5,21.8150087260035,257,1121.29144851658
20200426,S12000028,South Ayrshire,5,238,211.348903294556,0.2082239720035,1,28,24.8645768581831,905,803.658644880561
20200426,S12000029,South Lanarkshire,12,702,219.012260942813,0.242906574394464,2,94,29.3264281034537,2188,682.619411599538
20200426,S12000030,Stirling,0,163,173.017726356013,0.18294051627385,1,20,21.2291688780384,728,772.741747160599
20200426,S12000033,Aberdeen City,13,423,184.982726199327,0.214829862874556,5,29,12.6820308741855,1546,676.083439016924
20200426,S12000034,Aberdeenshire,3,325,124.420963975346,0.190727699530516,0,35,13.3991807358064,1379,527.927720990774
20200426,S12000035,Argyll & Bute,1,110,128.100617212065,0.179738562091503,0,25,29.1137766391056,502,584.60463491324094
20200426,S12000036,City of Edinburgh,14,1101,209.742251347799,0.225753537010457,6,135,25.7177147429181,3776,719.334006438954
20200426,S12000038,Renfrewshire,6,341,190.396426577331,0.200234879624193,2,46,25.6839754327192,1362,760.469011725293
20200426,S12000039,West Dunbartonshire,3,220,247.385584167323,0.234291799787007,0,37,41.6057573372315,719,808.501068255932
20200426,S12000040,West Lothian,4,270,147.460404150737,0.158357771260997,0,31,16.9306389950847,1435,783.724740578918
20200426,S12000041,Angus,0,312,268.502581755594,0.206349206349206,0,20,17.2117039586919,1200,1032.70223752151
20200426,S12000042,Dundee City,1,691,462.764532547549,0.259189797449362,3,60,40.1821591213501,1975,1322.66273774444
20200426,S12000045,East Dunbartonshire,2,231,212.628865979381,0.218957345971564,1,21,19.3298969072165,824,758.468335787923
20200426,S12000047,Fife,6,694,185.785035470486,0.208033573141487,3,80,21.4161424173471,2642,707.268103332887
20200426,S12000048,Perth & Kinross,4,268,176.373807173412,0.150985915492958,0,28,18.4271141822968,1507,991.773609740046
20200426,S12000049,Glasgow City,22,1439,227.287086176396,0.224387961952284,10,238,37.5916098054081,4974,785.633055344958
20200426,S12000050,North Lanarkshire,14,751,219.99589887805,0.235866834170854,3,96,28.1219790842781,2433,712.716407417172
20200427,S12000005,Clackmannanshire,2,116,225.067908420644,0.201388888888889,1,12,23.2828870779977,460,892.510671323244
20200427,S12000006,Dumfries & Galloway,3,257,172.645438667204,0.11745886654479,2,34,22.8402525863227,1931,1297.19199247615
20200427,S12000008,East Ayrshire,7,269,220.473731661339,0.197648787656135,0,32,26.2273584132448,1092,895.008605851979
20200427,S12000010,East Lothian,12,202,188.626389018583,0.191287878787879,0,47,43.8883182369969,854,797.460080306284
20200427,S12000011,East Renfrewshire,4,184,192.609651418403,0.186423505572442,1,26,27.2165811786873,803,840.57364178792
20200427,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.0451127819548872,0,0,0,127,475.299401197605
20200427,S12000014,Falkirk,14,465,289.017341040462,0.235562310030395,3,49,30.4555907763068,1509,937.907887376468
20200427,S12000017,Highland,4,131,55.5484883178561,0.097037037037037,0,19,8.05665097739897,1219,516.897765339439
20200427,S12000018,Inverclyde,8,287,368.894601542416,0.298336798336798,0,53,68.1233933161954,675,867.609254498715
20200427,S12000019,Midlothian,24,326,352.584901579061,0.252713178294574,5,43,46.5065974475449,964,1042.61302184729
20200427,S12000020,Moray,1,36,37.5704445835942,0.0772532188841202,0,2,2.08724692131079,430,448.75808808182
20200427,S12000021,North Ayrshire,8,240,178.120825293157,0.183346065699007,2,34,25.2337835831973,1069,793.379842659938
20200427,S12000023,Orkney Islands,0,7,31.4324202963628,0.0526315789473684,0,1,4.49034575662326,126,565.783565334531
20200427,S12000026,Scottish Borders,8,280,242.403255129426,0.201583873290137,0,30,25.9717773352956,1109,960.090035494762
20200427,S12000027,Shetland Islands,0,54,235.602094240838,0.165644171779141,0,5,21.8150087260035,272,1186.73647469459
20200427,S12000028,South Ayrshire,5,243,215.789006304946,0.205409974640744,1,29,25.7525974602611,940,834.73936595329
20200427,S12000029,South Lanarkshire,23,725,226.187876329829,0.239273927392739,4,98,30.5743612142389,2305,719.121455090007
20200427,S12000030,Stirling,2,165,175.140643243817,0.180921052631579,0,20,21.2291688780384,747,792.909457594735
20200427,S12000033,Aberdeen City,35,458,200.28862553024,0.217577197149644,2,31,13.5566536930949,1647,720.251891371846
20200427,S12000034,Aberdeenshire,5,330,126.335132651889,0.18102029621503,1,36,13.7820144711152,1493,571.570766815972
20200427,S12000035,Argyll & Bute,2,112,130.429719343193,0.175824175824176,2,27,31.4428787702341,525,611.389309421218
20200427,S12000036,City of Edinburgh,62,1163,221.553349970472,0.227815866797258,6,141,26.8607242870478,3942,750.957270493209
20200427,S12000038,Renfrewshire,17,358,199.88833054159701,0.199331848552339,3,49,27.3590173087661,1438,802.903405918481
20200427,S12000039,West Dunbartonshire,7,227,255.256943663556,0.229292929292929,1,38,42.7302372652648,763,857.978185089396
20200427,S12000040,West Lothian,14,284,155.106499180776,0.158482142857143,1,32,17.4767886400874,1508,823.593664664118
20200427,S12000041,Angus,19,331,284.853700516351,0.208045254556882,1,21,18.0722891566265,1260,1084.33734939759
20200427,S12000042,Dundee City,24,715,478.837396196089,0.258683068017366,4,64,42.8609697294401,2049,1372.22073399411
20200427,S12000045,East Dunbartonshire,14,245,225.515463917526,0.223132969034608,0,21,19.3298969072165,853,785.162002945508
20200427,S12000047,Fife,25,719,192.477579975907,0.205722460658083,7,87,23.2900548788649,2776,743.140141881944
20200427,S12000048,Perth & Kinross,10,278,182.954919381375,0.14898177920686,0,28,18.4271141822968,1588,1045.08061862455
20200427,S12000049,Glasgow City,41,1480,233.762951731109,0.219226781217597,8,246,38.855193328279,5271,832.543593631539
20200427,S12000050,North Lanarkshire,27,778,227.905205495503,0.2317545427465,5,101,29.5866654949175,2579,755.485250607845
20200428,S12000005,Clackmannanshire,5,121,234.76911136981,0.197389885807504,1,13,25.2231276678308,492,954.598370197905
20200428,S12000006,Dumfries & Galloway,2,259,173.988982936988,0.115831842576029,0,34,22.8402525863227,1977,1328.09351068118
20200428,S12000008,East Ayrshire,13,282,231.12859601672,0.199434229137199,1,33,27.0469633636587,1132,927.792803868535
20200428,S12000010,East Lothian,2,204,190.493977028667,0.186642268984446,1,48,44.8221122420394,889,830.142870482772
20200428,S12000011,East Renfrewshire,5,189,197.843609337381,0.183852140077821,0,26,27.2165811786873,839,878.258138804564
20200428,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.0428571428571429,0,0,0,134,501.497005988024
20200428,S12000014,Falkirk,16,481,298.96202374293,0.234177215189873,1,50,31.077133445211,1573,977.686618186338
20200428,S12000017,Highland,4,135,57.2446253657295,0.0944716585024493,0,19,8.05665097739897,1294,548.700334987067
20200428,S12000018,Inverclyde,8,295,379.177377892031,0.29064039408867,0,53,68.1233933161954,720,925.449871465296
20200428,S12000019,Midlothian,13,339,366.64503569111,0.253174010455564,2,45,48.6696950032446,1000,1081.54877784988
20200428,S12000020,Moray,2,38,39.657691504905,0.0763052208835341,0,2,2.08724692131079,460,480.066791901482
20200428,S12000021,North Ayrshire,3,243,180.347335609322,0.177501826150475,1,35,25.9759536885854,1126,835.683538667062
20200428,S12000023,Orkney Islands,0,7,31.4324202963628,0.05,0,1,4.49034575662326,133,597.215985630894
20200428,S12000026,Scottish Borders,1,281,243.268981040603,0.198026779422128,1,31,26.8375032464722,1138,985.196086918881
20200428,S12000027,Shetland Islands,0,54,235.602094240838,0.160714285714286,0,5,21.8150087260035,282,1230.3664921466
20200428,S12000028,South Ayrshire,6,249,221.117129917414,0.203265306122449,3,32,28.416659266495,976,866.708107628097
20200428,S12000029,South Lanarkshire,22,747,233.051508439148,0.232927970065482,4,102,31.8222943250242,2460,767.478863132936
20200428,S12000030,Stirling,3,168,178.325018575523,0.180839612486545,1,21,22.2906273219403,761,807.769875809362
20200428,S12000033,Aberdeen City,19,477,208.597542309879,0.21438202247191,0,31,13.5566536930949,1748,764.420343726768
20200428,S12000034,Aberdeenshire,9,339,129.780636269668,0.175375064666322,1,37,14.1648482064239,1594,610.236974082156
20200428,S12000035,Argyll & Bute,7,119,138.581576802143,0.175,0,27,31.4428787702341,561,653.31314778153
20200428,S12000036,City of Edinburgh,42,1205,229.55441677938,0.227187028657617,6,147,28.0037338311775,4099,780.866020231269
20200428,S12000038,Renfrewshire,13,371,207.1468453378,0.19640021175225,3,52,29.034059184813,1518,847.571189279732
20200428,S12000039,West Dunbartonshire,11,238,267.626222871922,0.224316682375118,2,40,44.9791971213314,823,925.446980771393
20200428,S12000040,West Lothian,9,293,160.0218459858,0.156852248394004,0,32,17.4767886400874,1575,860.185690879301
20200428,S12000041,Angus,3,334,287.435456110155,0.205538461538462,1,22,18.9328743545611,1291,1111.01549053356
20200428,S12000042,Dundee City,24,739,494.910259844629,0.25704347826087,2,66,44.2003750334851,2136,1430.48486472006
20200428,S12000045,East Dunbartonshire,12,257,236.561119293078,0.221934369602763,0,21,19.3298969072165,901,829.344624447717
20200428,S12000047,Fife,16,735,196.760808459376,0.201812191103789,2,89,23.8254584392986,2907,778.209075090349
20200428,S12000048,Perth & Kinross,9,287,188.877920368542,0.147104049205536,0,28,18.4271141822968,1664,1095.09707140507
20200428,S12000049,Glasgow City,71,1551,244.977255496588,0.21885141808946,3,249,39.3290371493556,5536,874.399797826636
20200428,S12000050,North Lanarkshire,26,804,235.521574830829,0.224706539966462,4,105,30.7584146234291,2774,812.608020622785
20200429,S12000005,Clackmannanshire,4,125,242.530073729142,0.188253012048193,1,14,27.1633682576639,539,1045.78967792006
20200429,S12000006,Dumfries & Galloway,2,261,175.332527206771,0.113973799126638,2,36,24.1837968561064,2029,1363.02566169555
20200429,S12000008,East Ayrshire,11,293,240.144250471273,0.197041022192334,1,34,27.8665683140726,1194,978.608310794197
20200429,S12000010,East Lothian,6,210,196.096741058922,0.182926829268293,0,48,44.8221122420394,938,875.898776729853
20200429,S12000011,East Renfrewshire,18,207,216.685857845703,0.186151079136691,0,26,27.2165811786873,905,947.346383335078
20200429,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0.0397350993377483,0,0,0,145,542.664670658683
20200429,S12000014,Falkirk,19,500,310.77133445211,0.228414801279123,2,52,32.3202187830195,1689,1049.78556777923
20200429,S12000017,Highland,21,156,66.1493448670653,0.10025706940874,1,20,8.48068523936734,1400,593.647966755714
20200429,S12000018,Inverclyde,4,299,384.318766066838,0.275576036866359,1,54,69.4087403598972,786,1010.28277634961
20200429,S12000019,Midlothian,14,353,381.786718581008,0.248416608022519,4,49,52.9958901146442,1068,1155.09409474367
20200429,S12000020,Moray,0,38,39.657691504905,0.0701107011070111,0,2,2.08724692131079,504,525.986224170319
