date,shortValue,count
2020-06-28,cumulativePositiveTests,18236
2020-06-28,cumulativeTotalTests,255427
2020-06-28,dailyPositiveTests,8
2020-06-28,cumulativeDeaths,2482
2020-06-29,cumulativePositiveTests,18241
2020-06-29,cumulativeTotalTests,258399
2020-06-29,dailyPositiveTests,5
2020-06-29,cumulativeDeaths,2482
2020-06-30,cumulativePositiveTests,18251
2020-06-30,cumulativeTotalTests,260336
2020-06-30,dailyPositiveTests,10
2020-06-30,cumulativeDeaths,2485
