Date,HB,HBName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF
20200419,S08000030,NHS Tayside,4,1085,259.8989149,62.51946248,2,77,18.44443912,44,3585,858.7443409,63,4,6.3492063000000005,22.8813559,63,0,,:,,:
20200419,S08000031,NHS Greater Glasgow & Clyde,47,2089,176.5670431,42.76827372,12,339,28.65305294,159,6731,568.9194672,316,62,19.6202532,24.2086331,316,0,,:,,:
20200419,S08000032,NHS Lanarkshire,21,1076,162.5623206,35.05061187,7,149,22.51095332,65,3156,476.8091857,139,33,23.7410072,25.830258299999997,139,0,,:,,:
20200419,S92000003,Scotland,159,8660,158.5122545,41.73301851,44,1070,19.58523237,617,31140,569.9851738,1115,220,19.7309417,24.671985799999998,1115,0,58,"",8,""
20200420,S08000015,NHS Ayrshire & Arran,33,656,177.6045051,52.52328352,5,76,20.57613169,188,2439,660.331384,244,33,13.5245902,22.037652299999998,112,132,,:,,:
20200420,S08000016,NHS Borders,4,243,210.3713964,24.24032551,0,27,23.3745996,65,868,751.4500909,76,4,5.2631578999999995,11.5523466,45,31,,:,,:
20200420,S08000017,NHS Dumfries & Galloway,4,245,164.584173,26.19911326,2,30,20.15316405,40,1629,1094.316808,53,4,7.547169800000001,20.6185567,37,16,,:,,:
20200420,S08000019,NHS Forth Valley,43,600,195.6691886,71.74536916,2,55,17.93634229,187,2162,705.0613097,256,43,16.796875,25.5630631,93,163,,:,,:
20200420,S08000020,NHS Grampian,56,561,95.78282397,37.04968414,1,41,7.000170736,501,2615,446.47430429999997,592,57,9.628378399999999,16.5676077,174,418,,:,,:
20200420,S08000022,NHS Highland,18,219,68.07584706,12.74479329,2,38,11.81224744,114,1348,419.0239353,152,22,14.473684200000001,12.2317597,73,79,,:,,:
20200420,S08000024,NHS Lothian,163,1598,176.0726327,61.59236651,14,194,21.37552612,614,5990,659.9969149,927,191,20.6040992,26.7228739,417,510,,:,,:
20200420,S08000025,NHS Orkney,0,6,26.94207454,4.490345757,0,1,4.490345757,6,96,431.0731926,12,0,0,2.8571429,12,0,,:,,:
20200420,S08000026,NHS Shetland,3,54,235.6020942,39.26701571,0,5,21.81500873,5,214,933.6823735,21,5,23.809523799999997,19.2982456,21,0,,:,,:
20200420,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,5,97,363.0239521,6,0,0,0,6,0,,:,,:
20200420,S08000029,NHS Fife,39,585,156.6055414,44.17079374,3,67,17.93601927,191,2126,569.1339847,256,40,15.625,20.1934704,142,114,,:,,:
20200420,S08000030,NHS Tayside,50,1135,271.8758234,56.53100822,8,85,20.36074448,227,3812,913.1195056,325,55,16.9230769,19.666931,241,84,,:,,:
20200420,S08000031,NHS Greater Glasgow & Clyde,174,2263,191.2739198,51.22050172,17,356,30.08993171,819,7550,638.1432146,1217,205,16.8447001,21.4207948,391,826,,:,,:
20200420,S08000032,NHS Lanarkshire,189,1265,191.1164829,57.71264541,7,156,23.56851488,590,3746,565.9465176,925,212,22.918918899999998,24.137931000000002,219,706,,:,,:
20200420,S92000003,Scotland,776,9436,172.716124,49.36576794,61,1131,20.70177365,3552,34692,635.0008237,5062,871,17.206637699999998,21.8392361,1983,3079,68,"",5,""
20200421,S08000015,NHS Ayrshire & Arran,20,676,183.0192766,49.27442062,3,79,21.38834741,72,2511,679.8245614,113,21,18.5840708,20.6858407,113,0,,:,,:
20200421,S08000016,NHS Borders,4,247,213.8343001,23.3745996,0,27,23.3745996,34,902,780.8847719,44,4,9.0909091,10.4895105,44,0,,:,,:
20200421,S08000017,NHS Dumfries & Galloway,1,246,165.2559452,25.52734113,0,30,20.15316405,30,1659,1114.469972,47,1,2.1276596,16.5957447,47,0,,:,,:
20200421,S08000019,NHS Forth Valley,28,628,204.8004174,76.31098356,3,58,18.91468823,61,2223,724.9543439,115,30,26.086956500000003,26.367614900000003,115,0,,:,,:
20200421,S08000020,NHS Grampian,59,620,105.8562404,40.46440157,5,46,7.853850094,115,2730,466.1089295,200,60,30,17.344753700000002,200,0,,:,,:
20200421,S08000022,NHS Highland,3,222,69.00839291,12.12309605,2,40,12.43394467,59,1407,437.3640037,93,8,8.6021505,11.2185687,93,0,,:,,:
20200421,S08000024,NHS Lothian,65,1663,183.2345358,61.26181714,8,202,22.25699112,179,6169,679.7196941,366,102,27.868852500000003,26.5445402,366,0,,:,,:
20200421,S08000025,NHS Orkney,1,7,31.4324203,8.980691513,0,1,4.490345757,6,102,458.0152672,10,1,10,4.4444444,10,0,,:,,:
20200421,S08000026,NHS Shetland,0,54,235.6020942,39.26701571,0,5,21.81500873,13,227,990.4013962,24,0,0,14.473684200000001,24,0,,:,,:
20200421,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,2,99,370.508982,4,0,0,0,4,0,,:,,:
20200421,S08000029,NHS Fife,29,614,164.3688931,43.3676884,2,69,18.47142283,71,2197,588.1408111,137,30,21.897810200000002,19.3661972,137,0,,:,,:
20200421,S08000030,NHS Tayside,45,1180,282.6550411,58.207775410000004,5,90,21.55843534,151,3963,949.2897693,227,46,20.2643172,19.423368699999997,227,0,,:,,:
20200421,S08000031,NHS Greater Glasgow & Clyde,98,2361,199.5571033,52.57285821,16,372,31.44228819,231,7781,657.6678612,504,119,23.611111100000002,20.836664,504,0,,:,,:
20200421,S08000032,NHS Lanarkshire,46,1311,198.0661731,60.28100922,6,162,24.47499622,118,3864,583.773984,239,54,22.5941423,23.7209302,239,0,,:,,:
20200421,S92000003,Scotland,399,9835,180.0194022,50.33587758,50,1181,21.61697143,1142,35834,655.9039408,2123,476,22.4211022,21.381298700000002,2123,0,70,"",5,""
20200422,S08000015,NHS Ayrshire & Arran,15,691,187.0803552,44.94260342,3,82,22.20056314,68,2579,698.2347845,112,16,14.285714299999999,19.0848214,112,0,,:,,:
20200422,S08000016,NHS Borders,6,253,219.0286555,25.10605142,1,28,24.24032551,12,914,791.2734828,23,6,26.086956500000003,10.8391608,23,0,,:,,:
20200422,S08000017,NHS Dumfries & Galloway,1,247,165.9277173,22.16848045,2,32,21.49670832,33,1692,1136.638452,44,1,2.2727273,13.438735199999998,44,0,,:,,:
20200422,S08000019,NHS Forth Valley,20,648,211.3227237,75.65875294,5,63,20.54526481,70,2293,747.7824159,115,22,19.1304348,25.7019438,115,0,,:,,:
20200422,S08000020,NHS Grampian,38,658,112.3442035,44.90353423,2,48,8.195321837,151,2881,491.8900461,208,39,18.75,17.7365983,208,0,,:,,:
20200422,S08000022,NHS Highland,0,222,69.00839291,11.50139882,0,40,12.43394467,54,1461,454.149829,96,10,10.4166667,11.3718412,96,0,,:,,:
20200422,S08000024,NHS Lothian,83,1746,192.3797351,63.13493025,11,213,23.46900549,175,6344,699.0017409,376,107,28.457446800000003,26.920366499999997,376,0,,:,,:
20200422,S08000025,NHS Orkney,0,7,31.4324203,8.980691513,0,1,4.490345757,4,106,475.9766502,6,0,0,4.4444444,6,0,,:,,:
20200422,S08000026,NHS Shetland,0,54,235.6020942,39.26701571,0,5,21.81500873,1,228,994.7643979,1,0,0,15.2777778,1,0,,:,,:
20200422,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,2,101,377.994012,4,0,0,0,4,0,,:,,:
20200422,S08000029,NHS Fife,26,640,171.3291393,42.83228483,3,72,19.27452818,96,2293,613.840182,144,29,20.138888899999998,18.7147689,144,0,,:,,:
20200422,S08000030,NHS Tayside,31,1211,290.0807244,55.33331736,2,92,22.03751168,132,4095,980.9088078,196,31,15.816326499999999,18.6427457,196,0,,:,,:
20200422,S08000031,NHS Greater Glasgow & Clyde,79,2440,206.2343634,53.50260329,8,380,32.11846643,239,8020,677.8686862,531,97,18.26742,20.2163276,531,0,,:,,:
20200422,S08000032,NHS Lanarkshire,41,1352,204.2604623,59.07236743,7,169,25.53255779,110,3974,600.3928086,257,61,23.7354086,23.472668799999997,257,0,,:,,:
20200422,S92000003,Scotland,340,10175,186.2427471,50.50061318,44,1225,22.42234547,1147,36981,676.8985778,2113,419,19.8296261,21.0004478,2113,0,63,"",5,""
20200423,S08000015,NHS Ayrshire & Arran,16,707,191.4121724,40.34004765,2,84,22.74204029,69,2648,716.9157462,113,16,14.159292,17.1683389,113,0,,:,,:
20200423,S08000016,NHS Borders,4,257,222.4915592,22.50887369,1,29,25.10605142,15,929,804.2593715,26,4,15.384615400000001,10,26,0,,:,,:
20200423,S08000017,NHS Dumfries & Galloway,1,248,166.5994895,13.4354427,0,32,21.49670832,36,1728,1160.822249,51,1,1.9607843,7.9245283,51,0,,:,,:
20200423,S08000019,NHS Forth Valley,34,682,222.4106444,64.89694756,2,65,21.19749543,69,2362,770.2843726,131,38,29.0076336,24.106113,131,0,,:,,:
20200423,S08000020,NHS Grampian,47,705,120.3687895,48.31825166,5,53,9.049001195,143,3024,516.3052757,226,49,21.6814159,17.905824,226,0,,:,,:
20200423,S08000022,NHS Highland,7,229,71.18433323,11.50139882,0,40,12.43394467,55,1516,471.246503,91,17,18.6813187,11.965812000000001,91,0,,:,,:
20200423,S08000024,NHS Lothian,55,1801,198.439807,61.92291589,13,226,24.9013861,163,6507,716.9615902,326,80,24.539877299999997,26.3213531,326,0,,:,,:
20200423,S08000025,NHS Orkney,0,7,31.4324203,8.980691513,0,1,4.490345757,4,110,493.9380332,5,0,0,4.7619048,5,0,,:,,:
20200423,S08000026,NHS Shetland,0,54,235.6020942,13.08900524,0,5,21.81500873,8,236,1029.668412,8,0,0,8.1967213,8,0,,:,,:
20200423,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,5,106,396.7065868,6,0,0,0,6,0,,:,,:
20200423,S08000029,NHS Fife,18,658,176.1477714,39.88756525,1,73,19.54222996,65,2358,631.2407978,109,18,16.513761499999998,17.5398633,109,0,,:,,:
20200423,S08000030,NHS Tayside,21,1232,295.1110259,49.58440127,3,95,22.75612619,110,4205,1007.258007,166,23,13.8554217,17.2248804,164,2,,:,,:
20200423,S08000031,NHS Greater Glasgow & Clyde,85,2525,213.4187572,53.41808101,16,396,33.47082291,305,8325,703.6479816,571,112,19.614711,19.9391943,570,1,,:,,:
20200423,S08000032,NHS Lanarkshire,26,1378,208.1885481,56.9572443,5,174,26.28795891,127,4101,619.579997,207,38,18.3574879,22.541744,206,1,,:,,:
20200423,S92000003,Scotland,314,10489,191.9901891,48.43226621,48,1273,23.30093533,1174,38155,698.3874215,2036,396,19.4499018,20.170689799999998,2032,4,67,"",7,""
20200424,S08000015,NHS Ayrshire & Arran,13,720,194.9317739,36.27896903,2,86,23.28351744,76,2724,737.4918778,117,13,11.1111111,15.505617999999998,117,0,,:,,:
20200424,S08000016,NHS Borders,2,259,224.223011,19.04597005,0,29,25.10605142,26,955,826.7682452,30,2,6.6666666999999995,8.7121212,30,0,,:,,:
20200424,S08000017,NHS Dumfries & Galloway,5,253,169.9583501,12.76367056,0,32,21.49670832,47,1775,1192.395539,60,5,8.3333333,6.7567568,60,0,,:,,:
20200424,S08000019,NHS Forth Valley,8,690,225.0195669,59.0268719,3,68,22.17584138,66,2428,791.8079833,98,10,10.2040816,21.8181818,98,0,,:,,:
20200424,S08000020,NHS Grampian,52,757,129.2470548,50.19634625,4,57,9.731944682,115,3139,535.939901,201,54,26.865671600000002,18.1763285,200,1,,:,,:
20200424,S08000022,NHS Highland,5,234,72.73857631,11.1905502,1,41,12.74479329,63,1579,490.8299658,78,7,8.974359,11.4808652,78,0,,:,,:
20200424,S08000024,NHS Lothian,52,1853,204.1693294,55.2017453,10,236,26.00321735,155,6662,734.0399744,314,76,24.2038217,25,314,0,,:,,:
20200424,S08000025,NHS Orkney,0,7,31.4324203,4.490345757,0,1,4.490345757,5,115,516.389762,6,0,0,2.4390243999999996,6,0,,:,,:
20200424,S08000026,NHS Shetland,0,54,235.6020942,13.08900524,0,5,21.81500873,5,241,1051.483421,5,0,0,8.0645161,5,0,,:,,:
20200424,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,6,112,419.1616766,7,0,0,0,7,0,,:,,:
20200424,S08000029,NHS Fife,21,679,181.7695088,39.88756525,2,75,20.07763352,93,2451,656.1370633,137,22,16.058394200000002,17.5537939,137,0,,:,,:
20200424,S08000030,NHS Tayside,35,1267,303.4948619,48.86578676,5,100,23.95381704,138,4343,1040.314274,214,37,17.2897196,16.7711599,214,0,,:,,:
20200424,S08000031,NHS Greater Glasgow & Clyde,83,2608,220.4341064,53.84069241,7,403,34.06247887,254,8579,725.1166407,497,92,18.5110664,19.190665300000003,496,1,,:,,:
20200424,S08000032,NHS Lanarkshire,29,1407,212.5698746,56.80616407,4,178,26.8922798,116,4217,637.1053029,216,45,20.8333333,22.5371747,216,0,,:,,:
20200424,S92000003,Scotland,305,10794,197.5728955,46.80321417,38,1311,23.99648564,1165,39320,719.7115297,1980,363,18.3333333,19.3858208,1978,2,92,"",7,""
20200425,S08000015,NHS Ayrshire & Arran,10,730,197.6391596,34.11306043,5,91,24.63721031,58,2782,753.1947152,94,13,13.829787199999998,14.620535700000001,94,0,,:,,:
20200425,S08000016,NHS Borders,9,268,232.0145442,25.97177734,1,30,25.97177734,10,965,835.42550429999994,25,9,36,11.673151800000001,25,0,,:,,:
20200425,S08000017,NHS Dumfries & Galloway,0,253,169.9583501,10.07658202,0,32,21.49670832,29,1804,1211.876931,39,0,0,5.1446945,38,1,,:,,:
20200425,S08000019,NHS Forth Valley,18,708,230.8896426,52.83068093,5,73,23.80641795,54,2482,809.4182103,96,19,19.7916667,20.138888899999998,96,0,,:,,:
20200425,S08000020,NHS Grampian,23,780,133.1739799,49.68413864,4,61,10.41488817,94,3233,551.9890729,139,24,17.2661871,17.979555,139,0,,:,,:
20200425,S08000022,NHS Highland,2,236,73.36027355,11.1905502,2,43,13.36649052,29,1608,499.8445757,42,3,7.1428571,11.5646259,42,0,,:,,:
20200425,S08000024,NHS Lothian,22,1875,206.5933582,51.67588532,8,244,26.88468234,107,6769,745.8295687,206,31,15.0485437,23.8674033,203,3,,:,,:
20200425,S08000025,NHS Orkney,0,7,31.4324203,4.490345757,0,1,4.490345757,3,118,529.8607993,3,0,0,2.2727273,3,0,,:,,:
20200425,S08000026,NHS Shetland,0,54,235.6020942,13.08900524,0,5,21.81500873,7,248,1082.024433,8,0,0,7.4626866,8,0,,:,,:
20200425,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,5,117,437.8742515,5,0,0,0,5,0,,:,,:
20200425,S08000029,NHS Fife,9,688,184.1788248,39.88756525,2,77,20.61303708,34,2485,665.2389238,61,10,16.3934426,17.3333333,61,0,,:,,:
20200425,S08000030,NHS Tayside,3,1270,304.2134764,45.27271421,5,105,25.15150789,76,4419,1058.519175,103,4,3.8834950999999998,15.455950500000002,103,0,,:,,:
20200425,S08000031,NHS Greater Glasgow & Clyde,59,2667,225.420921,52.82642505,8,411,34.73865711,187,8766,740.9223071,402,71,17.6616915,18.7716691,402,0,,:,,:
20200425,S08000032,NHS Lanarkshire,29,1436,216.9512011,57.56156519,7,185,27.94984137,100,4317,652.2133253,187,38,20.3208556,22.1658986,187,0,,:,,:
20200425,S92000003,Scotland,184,10978,200.9408233,45.33889774,47,1358,24.85677155,793,40113,734.2265664,1410,222,15.744680899999999,18.732243200000003,1406,4,43,"",1,""
20200426,S08000015,NHS Ayrshire & Arran,19,749,202.7831925,34.11306043,2,93,25.17868746,54,2836,767.8145982,88,19,21.5909091,14.8694665,88,0,,:,,:
20200426,S08000016,NHS Borders,4,272,235.4774478,28.56895507,0,30,25.97177734,35,1000,865.7259112,72,5,6.944444399999999,11.4864865,71,1,,:,,:
20200426,S08000017,NHS Dumfries & Galloway,1,254,170.6301223,8.733037754,0,32,21.49670832,23,1827,1227.32769,32,2,6.25,4.2944785,32,0,,:,,:
20200426,S08000019,NHS Forth Valley,22,730,238.0641795,56.41794939,4,77,25.11087921,52,2534,826.3762066,96,22,22.9166667,20.2866593,78,18,,:,,:
20200426,S08000020,NHS Grampian,17,797,136.0764897,49.85487451,5,66,11.26856753,84,3317,566.3308861,116,17,14.6551724,17.8359096,113,3,,:,,:
20200426,S08000022,NHS Highland,4,240,74.60366801,12.12309605,1,44,13.67733914,32,1640,509.7917314,42,4,9.523809499999999,11.952862,38,4,,:,,:
20200426,S08000024,NHS Lothian,29,1904,209.7886688,51.67588532,7,251,27.65596421,149,6918,762.2468543,248,38,15.322580599999998,22.6203402,199,49,,:,,:
20200426,S08000025,NHS Orkney,0,7,31.4324203,4.490345757,0,1,4.490345757,0,118,529.8607993,0,0,0,2.3809524,0,0,,:,,:
20200426,S08000026,NHS Shetland,0,54,235.6020942,13.08900524,0,5,21.81500873,3,251,1095.113438,3,0,0,7.1428571,3,0,,:,,:
20200426,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,1,118,441.6167665,1,0,0,0,1,0,,:,,:
20200426,S08000029,NHS Fife,6,694,185.7850355,39.61986347,3,80,21.41614242,57,2542,680.4979253,81,6,7.4074074,16.7567568,71,10,,:,,:
20200426,S08000030,NHS Tayside,5,1275,305.4111673,45.51225238,3,108,25.8701224,49,4468,1070.256545,74,5,6.7567568,15.4022989,66,8,,:,,:
20200426,S08000031,NHS Greater Glasgow & Clyde,39,2706,228.7172899,52.15024681,13,424,35.83744675,163,8929,754.6994388,297,54,18.1818182,18.6613585,290,7,,:,,:
20200426,S08000032,NHS Lanarkshire,26,1462,220.8792869,58.31696631,5,190,28.70524248,85,4402,665.0551443,165,40,24.242424200000002,22.2222222,155,10,,:,,:
20200426,S92000003,Scotland,172,11150,204.0891037,45.57684916,43,1401,25.64384163,787,40900,748.6317793,1315,212,16.121673,18.4487811,1205,110,39,"",1,""
20200427,S08000015,NHS Ayrshire & Arran,20,769,208.197964,30.59345896,3,96,25.99090318,123,2959,801.1154429,168,21,12.5,14.782608699999999,109,59,,:,,:
20200427,S08000016,NHS Borders,8,280,242.4032551,32.03185871,0,30,25.97177734,60,1060,917.6694658,91,15,16.4835165,14.4694534,74,17,,:,,:
20200427,S08000017,NHS Dumfries & Galloway,3,257,172.6454387,8.061265619,2,34,22.84025259,44,1871,1256.885664,69,5,7.2463768,4.3859649,65,4,,:,,:
20200427,S08000019,NHS Forth Valley,18,748,243.9342552,48.26506653,4,81,26.41534046,93,2627,856.7049309,154,20,12.987013,20,95,59,,:,,:
20200427,S08000020,NHS Grampian,41,838,143.0766604,47.29383644,3,69,11.78077514,229,3546,605.4294007,309,42,13.592233,20.371694100000003,203,106,,:,,:
20200427,S08000022,NHS Highland,5,245,76.1579111,8.082064035,2,46,14.29903637,114,1754,545.2284737,210,19,9.047619,10.4294479,157,53,,:,,:
20200427,S08000024,NHS Lothian,112,2016,222.1291787,46.05654598,12,263,28.9781617,293,7211,794.5305097,549,133,24.225865199999998,23.7735849,403,146,,:,,:
20200427,S08000025,NHS Orkney,0,7,31.4324203,4.490345757,0,1,4.490345757,6,124,556.8028738,7,0,0,2.7027026999999997,7,0,,:,,:
20200427,S08000026,NHS Shetland,0,54,235.6020942,0,0,5,21.81500873,15,266,1160.558464,15,0,0,0,15,0,,:,,:
20200427,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,7,125,467.8143713,10,0,0,0,10,0,,:,,:
20200427,S08000029,NHS Fife,25,719,192.47758,35.87203855,7,87,23.29005488,130,2672,715.2991567,178,25,14.0449438,16.5289256,141,37,,:,,:
20200427,S08000030,NHS Tayside,53,1328,318.1066903,46.23086689,5,113,27.06781326,203,4671,1118.882794,322,58,18.0124224,15.6682028,289,33,,:,,:
20200427,S08000031,NHS Greater Glasgow & Clyde,94,2800,236.6623842,45.3884644,13,437,36.93623639,507,9436,797.5522348,802,126,15.710723200000002,18.618202,506,296,,:,,:
20200427,S08000032,NHS Lanarkshire,51,1513,228.5843783,37.46789545,9,199,30.0649645,236,4638,700.7100771,406,69,16.995073899999998,20.5724508,253,153,,:,,:
20200427,S92000003,Scotland,430,11580,211.9598045,39.24368056,60,1461,26.74207896,2060,42960,786.3379276,3290,533,16.2006079,18.3710661,2327,963,77,"",1,""
20200428,S08000015,NHS Ayrshire & Arran,22,791,214.1542127,31.13493611,5,101,27.34459606,127,3086,835.4992419,192,29,15.104166699999999,14.366515799999998,140,52,,:,,:
20200428,S08000016,NHS Borders,1,281,243.268981,29.43468098,1,31,26.83750325,30,1090,943.6412432,85,4,4.7058824,12.7840909,82,3,,:,,:
20200428,S08000017,NHS Dumfries & Galloway,2,259,173.9889829,8.733037754,0,34,22.84025259,45,1916,1287.11541,60,3,5,4.7887324,55,5,,:,,:
20200428,S08000019,NHS Forth Valley,22,770,251.1087921,46.30837464,3,84,27.39368641,108,2735,891.9253848,148,25,16.8918919,18.615751799999998,113,35,,:,,:
20200428,S08000020,NHS Grampian,30,868,148.1987366,42.34249616,1,70,11.95151101,223,3769,643.5035001,310,34,10.9677419,17.1636846,217,93,,:,,:
20200428,S08000022,NHS Highland,11,256,79.57724588,10.56885297,0,46,14.29903637,109,1863,579.110973,185,17,9.1891892,10.3494624,136,49,,:,,:
20200428,S08000024,NHS Lothian,67,2083,229.511448,46.27691223,9,272,29.96980982,287,7498,826.1530664,491,86,17.5152749,21.9521912,356,135,,:,,:
20200428,S08000025,NHS Orkney,0,7,31.4324203,0,0,1,4.490345757,7,131,588.2352941,7,0,0,0,7,0,,:,,:
20200428,S08000026,NHS Shetland,0,54,235.6020942,0,0,5,21.81500873,10,276,1204.188482,11,0,0,0,11,0,,:,,:
20200428,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,7,132,494.011976,11,0,0,0,10,1,,:,,:
20200428,S08000029,NHS Fife,16,735,196.7608085,32.39191541,2,89,23.82545844,125,2797,748.7618793,171,17,9.941520500000001,14.415437,127,44,,:,,:
20200428,S08000030,NHS Tayside,37,1365,326.9696026,44.31456153,3,116,27.78642777,181,4852,1162.239203,269,40,14.8698885,14.7321429,236,33,,:,,:
20200428,S08000031,NHS Greater Glasgow & Clyde,122,2922,246.9741024,47.41699912,8,445,37.61241463,490,9926,838.968152,876,144,16.4383562,17.5050302,632,244,,:,,:
20200428,S08000032,NHS Lanarkshire,50,1563,236.1383895,38.07221635,8,207,31.27360628,323,4961,749.5089893,477,62,12.997903599999999,18.4334204,283,194,,:,,:
20200428,S92000003,Scotland,380,11960,218.9153076,38.89590541,40,1501,27.47423718,2072,45032,824.2637234,3293,461,13.9993927,16.8815184,2405,888,72,"",1,""
20200429,S08000015,NHS Ayrshire & Arran,24,815,220.6519385,33.57158328,2,103,27.88607321,181,3267,884.502924,239,27,11.2970711,13.649851599999998,147,92,,:,,:
20200429,S08000016,NHS Borders,1,282,244.134707,25.10605142,0,31,26.83750325,55,1145,991.2561683,79,2,2.5316456,10.049019600000001,62,17,,:,,:
20200429,S08000017,NHS Dumfries & Galloway,2,261,175.3325272,9.404809888,2,36,24.18379686,50,1966,1320.704017,68,3,4.4117647,5.0131926,58,10,,:,,:
20200429,S08000019,NHS Forth Valley,26,796,259.5877902,48.26506653,3,87,28.37203235,180,2915,950.6261414,255,27,10.5882353,16.4621677,138,117,,:,,:
20200429,S08000020,NHS Grampian,25,893,152.4671333,40.12292983,1,71,12.12224688,307,4076,695.9194127,386,27,6.9948187,14.6413752,244,142,,:,,:
20200429,S08000022,NHS Highland,25,281,87.3484613,18.34006839,3,49,15.23158222,135,1998,621.0755362,196,27,13.7755102,11.1374408,135,61,,:,,:
20200429,S08000024,NHS Lothian,58,2141,235.9020692,43.52233412,10,282,31.07164107,493,7991,880.4733467,721,68,9.4313454,17.9334501,437,284,,:,,:
20200429,S08000025,NHS Orkney,0,7,31.4324203,0,0,1,4.490345757,11,142,637.6290974,13,0,0,0,13,0,,:,,:
20200429,S08000026,NHS Shetland,0,54,235.6020942,0,0,5,21.81500873,8,284,1239.092496,15,0,0,0,15,0,,:,,:
20200429,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,11,143,535.1796407,11,0,0,0,11,0,,:,,:
20200429,S08000029,NHS Fife,29,764,204.5241601,33.19502075,4,93,24.89626556,217,3014,806.8531656,287,29,10.104529600000001,12.4023438,198,89,,:,,:
20200429,S08000030,NHS Tayside,29,1394,333.9162095,43.83548518,2,118,28.26550411,236,5088,1218.770211,327,32,9.7859327,13.4915254,271,56,,:,,:
20200429,S08000031,NHS Greater Glasgow & Clyde,141,3063,258.8917439,52.65738049,8,453,38.28859287,772,10698,904.2193522,1182,166,14.0439932,16.533391,617,565,,:,,:
20200429,S08000032,NHS Lanarkshire,70,1633,246.7140051,42.45354283,2,209,31.57576673,458,5419,818.7037317,654,89,13.608562699999998,16.4792388,325,329,,:,,:
20200429,S92000003,Scotland,430,12390,226.7860085,40.5432614,37,1538,28.15148354,3114,48146,881.2622408,4433,497,11.2113693,15.1151659,2671,1762,49,"",7,""
20200430,S08000015,NHS Ayrshire & Arran,16,831,224.9837557,33.57158328,8,111,30.05198181,193,3460,936.7554689,262,18,6.870229,12.068965500000001,154,108,,:,,:
20200430,S08000016,NHS Borders,2,284,245.8661588,23.3745996,0,31,26.83750325,88,1233,1067.440048,148,5,3.3783784,7.9245283,119,29,,:,,:
20200430,S08000017,NHS Dumfries & Galloway,2,263,176.6760715,10.07658202,0,36,24.18379686,77,2043,1372.430472,98,2,2.0408163,4.6948357000000005,77,21,,:,,:
20200430,S08000019,NHS Forth Valley,11,807,263.1750587,40.7644143,2,89,29.02426298,195,3110,1014.218628,259,14,5.405405399999999,12.3869801,146,113,,:,,:
20200430,S08000020,NHS Grampian,28,921,157.2477377,36.87894827,2,73,12.46371863,372,4448,759.4331569,487,33,6.776180699999999,11.8583162,323,164,,:,,:
20200430,S08000022,NHS Highland,29,310,96.36307118,25.17873795,1,50,15.54243084,150,2148,667.7028287,222,34,15.315315299999998,11.384615400000001,151,71,,:,,:
20200430,S08000024,NHS Lothian,53,2194,241.7417748,43.30196787,11,293,32.28365544,554,8545,941.5147976,801,77,9.6129838,15.285285300000002,520,281,,:,,:
20200430,S08000025,NHS Orkney,0,7,31.4324203,0,0,1,4.490345757,4,146,655.5904805,6,0,0,0,6,0,,:,,:
20200430,S08000026,NHS Shetland,0,54,235.6020942,0,0,5,21.81500873,10,294,1282.722513,14,0,0,0,14,0,,:,,:
20200430,S08000028,NHS Western Isles,0,6,22.45508982,0,0,0,0,11,154,576.3473054,11,0,0,0,11,0,,:,,:
20200430,S08000029,NHS Fife,18,782,209.3427921,33.19502075,1,94,25.16396734,226,3240,867.3537679,286,20,6.9930069999999995,10.7410491,176,110,,:,,:
20200430,S08000030,NHS Tayside,20,1414,338.706973,43.59594701,1,119,28.50504228,244,5332,1277.217525,329,28,8.5106383,12.4542125,240,89,,:,,:
20200430,S08000031,NHS Greater Glasgow & Clyde,112,3175,268.3582392,54.93948205,13,466,39.38738251,833,11531,974.6264115,1242,148,11.9162641,15.1189128,759,483,,:,,:
20200430,S08000032,NHS Lanarkshire,44,1677,253.361535,45.17298686,4,213,32.18008763,409,5828,880.4955431,618,55,8.8996764,14.616232100000001,317,301,,:,,:
20200430,S92000003,Scotland,335,12725,232.9178335,40.92764446,43,1581,28.93855362,3366,51512,942.8733549,4785,434,9.070010400000001,13.274163699999999,3013,1772,57,"",4,""
20200501,S08000015,NHS Ayrshire & Arran,26,857,232.0229586,37.09118475,1,112,30.32272038,256,3716,1006.064544,339,28,8.259587,11.2156295,146,193,,:,,:
20200501,S08000016,NHS Borders,2,286,247.5976106,23.3745996,0,31,26.83750325,120,1353,1171.327158,163,6,3.6809816000000004,6.9381599000000005,105,58,,:,,:
