Date,CA,CAName,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200510,S12000005,Clackmannanshire,0,166,322.079937912301,1,24,46.5657741559953,821,1592.93752425301
20200510,S12000006,Dumfries & Galloway,2,272,182.722020690582,0,40,26.8708853956738,2871,1928.65779927449
20200510,S12000008,East Ayrshire,0,365,299.155806901074,0,43,35.2430128677977,1917,1571.18268994345
20200510,S12000010,East Lothian,3,237,221.30917919507,0,53,49.4910822672518,1457,1360.5378653469
20200510,S12000011,East Renfrewshire,1,298,311.943891971109,0,43,45.0120381032136,1529,1600.54433162357
20200510,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,237,886.976047904192
20200510,S12000014,Falkirk,1,564,350.55006526198,1,65,40.4002734787743,2646,1644.60190192057
20200510,S12000017,Highland,1,193,81.8386125598948,0,26,11.0248908111775,2595,1100.36890980791
20200510,S12000018,Inverclyde,1,324,416.452442159383,0,58,74.5501285347044,1462,1879.17737789203
20200510,S12000019,Midlothian,4,441,476.963011031798,2,72,77.8715120051914,1633,1766.16915422886
20200510,S12000020,Moray,3,59,61.5737841786683,0,4,4.17449384262158,1220,1273.22062199958
20200510,S12000021,North Ayrshire,30,338,250.853495621196,1,44,32.6554846370788,1985,1473.20765919549
20200510,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,206,925.011225864391
20200510,S12000026,Scottish Borders,2,305,264.046402908839,0,31,26.8375032464722,1941,1680.37399359363
20200510,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,399,1740.83769633508
20200510,S12000028,South Ayrshire,3,333,295.710860491963,1,42,37.2968652872747,1774,1575.34854808632
20200510,S12000029,South Lanarkshire,18,1053,328.51839141422,2,129,40.2458428228247,4631,1444.79455901164
20200510,S12000030,Stirling,0,190,201.677104341365,1,23,24.4135442097442,1205,1279.05742490182
20200510,S12000033,Aberdeen City,12,657,287.31359601172,1,50,21.8655704727336,3596,1572.571828399
20200510,S12000034,Aberdeenshire,4,419,160.407335094369,1,49,18.758853030129,3147,1204.77776501665
20200510,S12000035,Argyll & Bute,2,150,174.682659834634,0,32,37.2656340980552,1096,1276.34796785839
20200510,S12000036,City of Edinburgh,10,1497,285.180881260358,2,207,39.4338292724744,6675,1271.59811784428
20200510,S12000038,Renfrewshire,14,544,303.740926856505,0,68,37.9676158570631,3127,1745.95198213289
20200510,S12000039,West Dunbartonshire,1,353,396.941414595749,0,57,64.0953558978972,1616,1817.15956370179
20200510,S12000040,West Lothian,5,385,210.267613326051,0,48,26.2151829601311,2704,1476.78864008738
20200510,S12000041,Angus,1,375,322.719449225473,1,33,28.3993115318417,1925,1656.6265060241
20200510,S12000042,Dundee City,4,845,565.898740959014,2,82,54.9156174658452,3084,2065.3629788374
20200510,S12000045,East Dunbartonshire,6,400,368.188512518409,1,38,34.9779086892489,1707,1571.24447717231
20200510,S12000047,Fife,1,840,224.869495382144,2,114,30.5180029447196,4904,1312.80953018338
20200510,S12000048,Perth & Kinross,0,321,211.253701875617,0,40,26.3244488318526,2479,1631.45771635406
20200510,S12000049,Glasgow City,12,2107,332.796310336113,6,317,50.0694970937579,10172,1606.6464493303
20200510,S12000050,North Lanarkshire,9,1053,308.462958080675,2,134,39.2535958051381,5322,1559.01221548466
20200511,S12000005,Clackmannanshire,0,166,322.079937912301,1,25,48.5060147458285,850,1649.20450135817
20200511,S12000006,Dumfries & Galloway,1,273,183.393792825474,0,40,26.8708853956738,2971,1995.83501276367
20200511,S12000008,East Ayrshire,2,367,300.795016801901,0,43,35.2430128677977,2000,1639.2099008278
20200511,S12000010,East Lothian,2,239,223.176767205155,1,54,50.4248762722943,1496,1396.95583154356
20200511,S12000011,East Renfrewshire,6,304,318.224641473883,1,44,46.0588296870093,1578,1651.83711922956
20200511,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,247,924.40119760479
20200511,S12000014,Falkirk,5,569,353.657778606501,0,65,40.4002734787743,2735,1699.91919945304
20200511,S12000017,Highland,2,195,82.6866810838316,1,27,11.4489250731459,2683,1137.68392486113
20200511,S12000018,Inverclyde,3,327,420.308483290488,0,58,74.5501285347044,1641,2109.25449871465
20200511,S12000019,Midlothian,11,452,488.860047588146,0,72,77.8715120051914,1692,1829.9805321220001
20200511,S12000020,Moray,4,63,65.7482780212899,0,4,4.17449384262158,1337,1395.32456689626
20200511,S12000021,North Ayrshire,1,339,251.595665726585,1,45,33.397654742467,2036,1511.05833457028
20200511,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,216,969.914683430624
20200511,S12000026,Scottish Borders,1,306,264.912128820016,0,31,26.8375032464722,1998,1729.72037053069
20200511,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,410,1788.83071553229
20200511,S12000028,South Ayrshire,3,336,298.374922298197,2,44,39.0729064914306,1844,1637.50999023177
20200511,S12000029,South Lanarkshire,18,1071,334.134090412754,1,130,40.557826100521,4895,1527.15814432346
20200511,S12000030,Stirling,1,191,202.738562785267,0,23,24.4135442097442,1241,1317.26992888228
20200511,S12000033,Aberdeen City,24,681,297.809069838632,1,51,22.3028818821883,3749,1639.48047404557
20200511,S12000034,Aberdeenshire,14,433,165.767007388691,0,49,18.758853030129,3458,1323.83905669768
20200511,S12000035,Argyll & Bute,2,152,177.011761965762,1,33,38.4301851636194,1138,1325.25911261209
20200511,S12000036,City of Edinburgh,25,1522,289.943421027566,4,211,40.1958356352276,6875,1309.69843598194
20200511,S12000038,Renfrewshire,19,563,314.349525404802,3,71,39.64265773311,3319,1853.15466219989
20200511,S12000039,West Dunbartonshire,3,356,400.314854379849,1,58,65.2198358259305,1731,1946.47475542562
20200511,S12000040,West Lothian,9,394,215.182960131076,2,50,27.3074822501365,2793,1525.39595849263
20200511,S12000041,Angus,2,377,324.440619621343,0,33,28.3993115318417,1970,1695.35283993115
20200511,S12000042,Dundee City,8,853,571.256362175194,3,85,56.9247254219127,3190,2136.35145995178
20200511,S12000045,East Dunbartonshire,19,419,385.677466863034,1,39,35.8983799705449,1791,1648.56406480118
20200511,S12000047,Fife,3,843,225.672600722795,0,114,30.5180029447196,5100,1365.27907910588
20200511,S12000048,Perth & Kinross,3,324,213.228035538006,2,42,27.6406712734452,2558,1683.44850279697
20200511,S12000049,Glasgow City,40,2147,339.114227950468,4,321,50.7012888551933,10743,1696.83472327521
20200511,S12000050,North Lanarkshire,30,1083,317.251076544512,1,135,39.546533087266,5484,1606.46805518938
20200512,S12000005,Clackmannanshire,0,166,322.079937912301,0,25,48.5060147458285,881,1709.351959643
20200512,S12000006,Dumfries & Galloway,0,273,183.393792825474,0,40,26.8708853956738,3048,2047.56146715034
20200512,S12000008,East Ayrshire,3,370,303.253831653143,0,43,35.2430128677977,2057,1685.92738300139
20200512,S12000010,East Lothian,3,242,225.978149220282,0,54,50.4248762722943,1561,1457.65244187132
20200512,S12000011,East Renfrewshire,4,308,322.411807809065,0,44,46.0588296870093,1634,1710.45744792212
20200512,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,261,976.796407185629
20200512,S12000014,Falkirk,1,570,354.279321275406,1,66,41.0218161476785,2821,1753.37186897881
20200512,S12000017,Highland,5,200,84.8068523936734,0,27,11.4489250731459,2743,1163.12598057923
20200512,S12000018,Inverclyde,3,330,424.164524421594,0,58,74.5501285347044,1754,2254.49871465296
20200512,S12000019,Midlothian,6,458,495.349340255245,0,72,77.8715120051914,1745,1887.30261734804
20200512,S12000020,Moray,5,68,70.9663953245669,0,4,4.17449384262158,1409,1470.46545606345
20200512,S12000021,North Ayrshire,4,343,254.564346148137,0,45,33.397654742467,2100,1558.55722131513
20200512,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,225,1010.32779524023
20200512,S12000026,Scottish Borders,7,313,270.972210198251,1,32,27.7032291576487,2051,1775.60384382305
20200512,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,425,1854.2757417103
20200512,S12000028,South Ayrshire,5,341,302.815025308587,0,44,39.0729064914306,1922,1706.77559719385
20200512,S12000029,South Lanarkshire,24,1095,341.621689077465,5,135,42.1177424890026,5052,1576.1395189217901
20200512,S12000030,Stirling,1,192,203.800021229169,0,23,24.4135442097442,1332,1413.86264727736
20200512,S12000033,Aberdeen City,12,693,303.056806752088,1,52,22.740193291643,3893,1702.45331700704
20200512,S12000034,Aberdeenshire,11,444,169.978178477087,2,51,19.5245205007465,3690,1412.65648328931
20200512,S12000035,Argyll & Bute,1,153,178.176313031326,0,33,38.4301851636194,1205,1403.28403400489
20200512,S12000036,City of Edinburgh,12,1534,292.229440115825,3,214,40.7673404072924,7061,1345.13173184996
20200512,S12000038,Renfrewshire,14,577,322.166387493021,2,73,40.7593523171413,3562,1988.83305415969
20200512,S12000039,West Dunbartonshire,12,368,413.808613516249,0,58,65.2198358259305,1825,2052.17586866074
20200512,S12000040,West Lothian,10,404,220.644456581103,0,50,27.3074822501365,2876,1570.72637902785
20200512,S12000041,Angus,5,382,328.743545611015,0,33,28.3993115318417,2037,1753.01204819277
20200512,S12000042,Dundee City,16,869,581.971604607554,1,86,57.5944280739352,3294,2206.00053576212
20200512,S12000045,East Dunbartonshire,10,429,394.882179675994,2,41,37.739322533137,1932,1778.35051546392
20200512,S12000047,Fife,3,846,226.475706063445,1,115,30.7857047249364,5298,1418.28403158881
20200512,S12000048,Perth & Kinross,3,327,215.202369200395,1,43,28.2987824942415,2618,1722.93517604475
20200512,S12000049,Glasgow City,30,2177,343.852666161233,9,330,52.1228203184231,11247,1776.44048521607
20200512,S12000050,North Lanarkshire,16,1099,321.938073058558,1,136,39.8394703693939,5692,1667.39900987199
20200513,S12000005,Clackmannanshire,4,170,329.840900271634,2,27,52.3864959254948,913,1771.43965851766
20200513,S12000006,Dumfries & Galloway,0,273,183.393792825474,0,40,26.8708853956738,3115,2092.5702001881
20200513,S12000008,East Ayrshire,5,375,307.351856405213,0,43,35.2430128677977,2133,1748.21735923285
20200513,S12000010,East Lothian,3,245,228.779531235409,2,56,52.2924642823793,1597,1491.26902605285
20200513,S12000011,East Renfrewshire,3,311,325.552182560452,3,47,49.1992044383963,1680,1758.60986077672
20200513,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,266,995.50898203592806
20200513,S12000014,Falkirk,3,573,356.143949282118,0,66,41.0218161476785,2929,1820.49847722046
20200513,S12000017,Highland,2,202,85.6549209176101,1,28,11.8729593351143,2861,1213.1620234915
20200513,S12000018,Inverclyde,3,333,428.020565552699,0,58,74.5501285347044,1837,2361.18251928021
20200513,S12000019,Midlothian,9,467,505.083279255894,1,73,78.9530607830413,1800,1946.78780012979
20200513,S12000020,Moray,5,73,76.1845126278439,0,4,4.17449384262158,1481,1545.60634523064
20200513,S12000021,North Ayrshire,4,347,257.53302656969,1,46,34.1398248478551,2178,1616.4464895354
20200513,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,231,1037.26986977997
20200513,S12000026,Scottish Borders,2,315,272.703662020604,0,32,27.7032291576487,2103,1820.62159120422
20200513,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,432,1884.8167539267
20200513,S12000028,South Ayrshire,6,347,308.143148921055,1,45,39.9609270935086,2011,1785.80943077879
20200513,S12000029,South Lanarkshire,21,1116,348.173337909088,4,139,43.3656755997879,5256,1639.78410757183
20200513,S12000030,Stirling,2,194,205.922938116973,0,23,24.4135442097442,1433,1521.06995011145
20200513,S12000033,Aberdeen City,9,702,306.99260943718,4,56,24.4894389294617,4068,1778.98281366161
20200513,S12000034,Aberdeenshire,4,448,171.509513418322,2,53,20.290187971364,3955,1514.10742314613
20200513,S12000035,Argyll & Bute,1,154,179.340864096891,0,33,38.4301851636194,1247,1452.19517875859
20200513,S12000036,City of Edinburgh,24,1558,296.801478292344,6,220,41.9103499514221,7288,1388.3755929362
20200513,S12000038,Renfrewshire,11,588,328.308207705193,2,75,41.8760469011725,3832,2139.58682300391
20200513,S12000039,West Dunbartonshire,6,374,420.555493084448,4,62,69.7177555380636,1979,2225.34577757787
20200513,S12000040,West Lothian,4,408,222.829055161114,0,50,27.3074822501365,3021,1649.91807755325
20200513,S12000041,Angus,7,389,334.767641996558,0,33,28.3993115318417,2100,1807.22891566265
20200513,S12000042,Dundee City,9,878,587.998928475757,0,86,57.5944280739352,3418,2289.04366461291
20200513,S12000045,East Dunbartonshire,7,436,401.325478645066,2,43,39.580265095729,2026,1864.87481590574
20200513,S12000047,Fife,7,853,228.349618524963,0,115,30.7857047249364,5545,1484.40637130237
20200513,S12000048,Perth & Kinross,0,327,215.202369200395,0,43,28.2987824942415,2685,1767.0286278381
20200513,S12000049,Glasgow City,23,2200,347.485468789487,6,336,53.0705079605762,11798,1863.4698003538
20200513,S12000050,North Lanarkshire,13,1112,325.746257726221,1,137,40.1324076515218,5916,1733.01696106864
20200514,S12000005,Clackmannanshire,1,171,331.781140861467,1,28,54.3267365153279,946,1835.46759798215
20200514,S12000006,Dumfries & Galloway,2,275,184.737337095257,0,40,26.8708853956738,3181,2136.90716109096
20200514,S12000008,East Ayrshire,3,378,309.810671256454,0,43,35.2430128677977,2196,1799.85247110893
20200514,S12000010,East Lothian,4,249,232.514707255579,0,56,52.2924642823793,1695,1582.78083854702
20200514,S12000011,East Renfrewshire,4,315,329.739348895635,2,49,51.2927876059876,1733,1814.08981471789
20200514,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,273,1021.70658682635
20200514,S12000014,Falkirk,3,576,358.008577288831,2,68,42.264901485487,3041,1890.11125613773
20200514,S12000017,Highland,1,203,86.0789551795785,0,28,11.8729593351143,2988,1267.01437476148
20200514,S12000018,Inverclyde,2,335,430.591259640103,1,59,75.8354755784062,2051,2636.24678663239
20200514,S12000019,Midlothian,7,474,512.654120700844,1,74,80.0346095608912,1862,2013.84382435648
20200514,S12000020,Moray,2,75,78.2717595491547,3,7,7.30536422458777,1567,1635.357962847
20200514,S12000021,North Ayrshire,1,348,258.275196675078,1,47,34.8819949532433,2259,1676.56226807184
20200514,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,240,1077.68298158958
20200514,S12000026,Scottish Borders,8,323,279.629469310016,0,32,27.7032291576487,2174,1882.08813089776
20200514,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,445,1941.53577661431
20200514,S12000028,South Ayrshire,3,350,310.807210727289,0,45,39.9609270935086,2080,1847.08285232217
20200514,S12000029,South Lanarkshire,19,1135,354.101020185318,4,143,44.6136087105731,5507,1718.09191027361
20200514,S12000030,Stirling,1,195,206.984396560875,0,23,24.4135442097442,1461,1550.79078654071
20200514,S12000033,Aberdeen City,14,716,313.114969169546,3,59,25.8013731578257,4245,1856.38693313509
20200514,S12000034,Aberdeenshire,5,453,173.423682094866,1,54,20.6730217066728,4133,1582.25182803109
20200514,S12000035,Argyll & Bute,0,154,179.340864096891,0,33,38.4301851636194,1365,1589.61220449517
20200514,S12000036,City of Edinburgh,23,1581,301.183014878174,5,225,42.8628579048635,7586,1445.14506696131
20200514,S12000038,Renfrewshire,4,592,330.541596873255,0,75,41.8760469011725,4089,2283.08207705193
20200514,S12000039,West Dunbartonshire,5,379,426.177892724615,1,63,70.8422354660969,2090,2350.16304958957
20200514,S12000040,West Lothian,18,426,232.659748771163,0,50,27.3074822501365,3241,1770.07099945385
20200514,S12000041,Angus,2,391,336.488812392427,0,33,28.3993115318417,2153,1852.83993115318
20200514,S12000042,Dundee City,24,902,604.071792124297,0,86,57.5944280739352,3574,2393.51727832842
20200514,S12000045,East Dunbartonshire,9,445,409.60972017673,2,45,41.4212076583211,2144,1973.49042709867
20200514,S12000047,Fife,2,855,228.885022085397,2,117,31.3211082853701,5853,1566.85851960916
20200514,S12000048,Perth & Kinross,1,328,215.860480421191,0,43,28.2987824942415,2781,1830.20730503455
20200514,S12000049,Glasgow City,17,2217,350.170583775588,3,339,53.5443517816528,12342,1949.39347990902
20200514,S12000050,North Lanarkshire,26,1138,333.362627061546,2,139,40.7182822157776,6176,1809.18065442189
20200515,S12000005,Clackmannanshire,0,171,331.781140861467,0,28,54.3267365153279,971,1883.97361272798
20200515,S12000006,Dumfries & Galloway,0,275,184.737337095257,0,40,26.8708853956738,3274,2199.3819696359
20200515,S12000008,East Ayrshire,3,381,312.269486107696,1,44,36.0626178182116,2261,1853.12679288583
20200515,S12000010,East Lothian,1,250,233.448501260622,1,57,53.2262582874218,1757,1640.67606685965
20200515,S12000011,East Renfrewshire,3,318,332.879723647022,0,49,51.2927876059876,1812,1896.78634983775
20200515,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,281,1051.64670658683
20200515,S12000014,Falkirk,1,577,358.630119957735,0,68,42.264901485487,3111,1933.61924296103
20200515,S12000017,Highland,0,203,86.0789551795785,2,30,12.721027859051,3086,1308.56973243438
20200515,S12000018,Inverclyde,0,335,430.591259640103,1,60,77.120822622108,2141,2751.92802056555
20200515,S12000019,Midlothian,7,481,520.224962145793,1,75,81.1161583387411,1927,2084.14449491672
20200515,S12000020,Moray,2,77,80.3590064704655,0,7,7.30536422458777,1638,1709.45522855354
20200515,S12000021,North Ayrshire,1,349,259.017366780466,2,49,36.3663351640196,2347,1741.873237346
20200515,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,244,1095.64436461608
20200515,S12000026,Scottish Borders,3,326,282.226647043546,1,33,28.5689550688252,2237,1936.62886330188
20200515,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,449,1958.98778359511
20200515,S12000028,South Ayrshire,6,356,316.135334339757,0,45,39.9609270935086,2141,1901.25210904893
20200515,S12000029,South Lanarkshire,24,1159,361.58861885003,1,144,44.9255919882694,5743,1791.71996380994
20200515,S12000030,Stirling,0,195,206.984396560875,0,23,24.4135442097442,1489,1580.51162296996
20200515,S12000033,Aberdeen City,13,729,318.800017492456,1,60,26.2386845672804,4411,1928.98062710456
20200515,S12000034,Aberdeenshire,2,455,174.189349565484,0,54,20.6730217066728,4309,1649.63056544543
20200515,S12000035,Argyll & Bute,0,154,179.340864096891,0,33,38.4301851636194,1417,1650.16885990451
20200515,S12000036,City of Edinburgh,14,1595,303.85003714781,2,227,43.2438610862401,7848,1495.05648372164
20200515,S12000038,Renfrewshire,11,603,336.683417085427,1,76,42.4343941931882,4335,2420.43551088777
20200515,S12000039,West Dunbartonshire,2,381,428.426852580681,1,64,71.9667153941302,2179,2450.24176318453
20200515,S12000040,West Lothian,8,434,237.028945931185,0,50,27.3074822501365,3394,1853.63189513927
20200515,S12000041,Angus,5,396,340.7917383821,1,34,29.2598967297762,2196,1889.84509466437
20200515,S12000042,Dundee City,1,903,604.741494776319,1,87,58.2641307259577,3661,2451.78140905438
20200515,S12000045,East Dunbartonshire,6,451,415.132547864507,2,47,43.2621502209131,2238,2060.0147275405
20200515,S12000047,Fife,2,857,229.420425645831,1,118,31.5888100655869,6081,1627.89452549859
20200515,S12000048,Perth & Kinross,3,331,217.83481408358,1,44,28.9568937150378,2842,1870.35208950313
20200515,S12000049,Glasgow City,21,2238,353.487490523124,3,342,54.0181956027293,12813,2023.78695981804
20200515,S12000050,North Lanarkshire,12,1150,336.877874447081,0,139,40.7182822157776,6414,1878.89972756833
20200516,S12000005,Clackmannanshire,4,175,339.542103220799,0,28,54.3267365153279,988,1916.95770275514
20200516,S12000006,Dumfries & Galloway,0,275,184.737337095257,0,40,26.8708853956738,3351,2251.10842402257
20200516,S12000008,East Ayrshire,1,382,313.08909105811,0,44,36.0626178182116,2338,1916.2363740677
20200516,S12000010,East Lothian,0,250,233.448501260622,1,58,54.1600522924643,1820,1699.50508917733
20200516,S12000011,East Renfrewshire,3,321,336.020098398409,1,50,52.3395791897833,1858,1944.93876269235
20200516,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,290,1085.32934131737
20200516,S12000014,Falkirk,5,582,361.737833302256,0,68,42.264901485487,3190,1982.72111380446
20200516,S12000017,Highland,1,204,86.5029894415469,0,30,12.721027859051,3161,1340.37230208201
20200516,S12000018,Inverclyde,0,335,430.591259640103,0,60,77.120822622108,2183,2805.91259640103
20200516,S12000019,Midlothian,4,485,524.551157257192,1,76,82.1977071165909,1981,2142.54812892061
20200516,S12000020,Moray,0,77,80.3590064704655,0,7,7.30536422458777,1682,1755.37466082238
20200516,S12000021,North Ayrshire,2,351,260.501706991242,0,49,36.3663351640196,2414,1791.59863440701
20200516,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,247,1109.11540188595
20200516,S12000026,Scottish Borders,1,327,283.092372954723,0,33,28.5689550688252,2269,1964.33209245953
20200516,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,450,1963.35078534031
20200516,S12000028,South Ayrshire,5,361,320.575437350147,2,47,41.7369682976645,2220,1971.40573661309
20200516,S12000029,South Lanarkshire,10,1169,364.708451626993,4,148,46.1735250990547,5941,1853.49265279381
20200516,S12000030,Stirling,0,195,206.984396560875,0,23,24.4135442097442,1538,1632.52308672115
20200516,S12000033,Aberdeen City,4,733,320.549263130275,0,60,26.2386845672804,4533,1982.33261905803
20200516,S12000034,Aberdeenshire,2,457,174.955017036101,0,54,20.6730217066728,4398,1683.70276788791
20200516,S12000035,Argyll & Bute,0,154,179.340864096891,0,33,38.4301851636194,1440,1676.95353441248
20200516,S12000036,City of Edinburgh,6,1601,304.99304669194,2,229,43.6248642676166,8015,1526.87024936658
20200516,S12000038,Renfrewshire,12,615,343.383584589615,3,79,44.1094360692351,4426,2471.24511446119
20200516,S12000039,West Dunbartonshire,2,383,430.675812436748,0,64,71.9667153941302,2250,2530.07983807489
20200516,S12000040,West Lothian,3,437,238.667394866193,2,52,28.399781540142,3508,1915.89295466958
20200516,S12000041,Angus,7,403,346.815834767642,0,34,29.2598967297762,2231,1919.96557659208
20200516,S12000042,Dundee City,4,907,607.420305384409,3,90,60.2732386820252,3751,2512.05464773641
20200516,S12000045,East Dunbartonshire,4,455,418.814432989691,5,52,47.8645066273932,2306,2122.60677466863
20200516,S12000047,Fife,0,857,229.420425645831,0,118,31.5888100655869,6210,1662.42805514657
20200516,S12000048,Perth & Kinross,1,332,218.492925304376,0,44,28.9568937150378,2896,1905.89009542613
20200516,S12000049,Glasgow City,14,2252,355.698761688148,3,345,54.4920394238059,13161,2078.75284306293
20200516,S12000050,North Lanarkshire,7,1157,338.928435421976,1,140,41.0112194979055,6675,1955.35635820371
20200517,S12000005,Clackmannanshire,0,175,339.542103220799,0,28,54.3267365153279,999,1938.30034924331
20200517,S12000006,Dumfries & Galloway,0,275,184.737337095257,0,40,26.8708853956738,3397,2282.0099422276
20200517,S12000008,East Ayrshire,6,388,318.006720760593,1,45,36.8822227686255,2378,1949.02057208426
20200517,S12000010,East Lothian,0,250,233.448501260622,0,58,54.1600522924643,1864,1740.5920253992
20200517,S12000011,East Renfrewshire,3,324,339.160473149796,0,50,52.3395791897833,1938,2028.682089396
20200517,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,295,1104.04191616766
20200517,S12000014,Falkirk,12,594,369.196345329107,1,69,42.8864441543912,3285,2041.76766735036
20200517,S12000017,Highland,1,205,86.9270237035152,0,30,12.721027859051,3220,1365.39032353814
20200517,S12000018,Inverclyde,0,335,430.591259640103,1,61,78.4061696658098,2202,2830.33419023136
20200517,S12000019,Midlothian,3,488,527.795803590742,1,77,83.2792558944408,2022,2186.89162881246
20200517,S12000020,Moray,0,77,80.3590064704655,0,7,7.30536422458777,1703,1777.29075349614
20200517,S12000021,North Ayrshire,4,355,263.470387412795,2,51,37.8506753747959,2476,1837.61318094107
20200517,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,251,1127.07678491244
20200517,S12000026,Scottish Borders,6,333,288.286728421782,0,33,28.5689550688252,2320,2008.48411392953
20200517,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,452,1972.07678883072
20200517,S12000028,South Ayrshire,2,363,322.351478554302,1,48,42.6249888997425,2272,2017.58280792114
20200517,S12000029,South Lanarkshire,5,1174,366.268368015474,2,150,46.7974916544473,6112,1906.84179327988
20200517,S12000030,Stirling,2,197,209.107313448678,0,23,24.4135442097442,1561,1656.9366309309
20200517,S12000033,Aberdeen City,3,736,321.861197358639,5,65,28.4252416145537,4638,2028.25031705077
20200517,S12000034,Aberdeenshire,0,457,174.955017036101,0,54,20.6730217066728,4497,1721.60330768347
20200517,S12000035,Argyll & Bute,0,154,179.340864096891,0,33,38.4301851636194,1455,1694.42180039595
20200517,S12000036,City of Edinburgh,7,1608,306.326557826758,2,231,44.0058674489932,8172,1556.77899910464
20200517,S12000038,Renfrewshire,5,620,346.175321049693,2,81,45.2261306532663,4511,2518.70463428252
20200517,S12000039,West Dunbartonshire,4,387,435.173732148881,0,64,71.9667153941302,2286,2570.56111548409
20200517,S12000040,West Lothian,0,437,238.667394866193,2,54,29.4920808301475,3583,1956.85417804478
20200517,S12000041,Angus,2,405,348.537005163511,0,34,29.2598967297762,2265,1949.22547332186
20200517,S12000042,Dundee City,1,908,608.090008036432,2,92,61.612643986070204,3798,2543.53067238146
20200517,S12000045,East Dunbartonshire,6,461,424.337260677467,1,53,48.7849779086892,2393,2202.68777614138
20200517,S12000047,Fife,5,862,230.758934546915,0,118,31.5888100655869,6324,1692.94605809129
20200517,S12000048,Perth & Kinross,0,332,218.492925304376,0,44,28.9568937150378,2932,1929.58209937479
20200517,S12000049,Glasgow City,7,2259,356.80439727066,2,347,54.8079353045236,13455,2125.18953752843
20200517,S12000050,North Lanarkshire,7,1164,340.978996396871,1,141,41.3041567800334,6820,1997.83226411225
20200518,S12000005,Clackmannanshire,1,176,341.482343810633,0,28,54.3267365153279,1021,1980.98564221964
20200518,S12000006,Dumfries & Galloway,1,276,185.409109230149,0,40,26.8708853956738,3480,2337.76702942362
20200518,S12000008,East Ayrshire,4,392,321.285140562249,0,45,36.8822227686255,2442,2001.47528891075
20200518,S12000010,East Lothian,2,252,235.316089270707,0,58,54.1600522924643,1953,1823.69969184798
20200518,S12000011,East Renfrewshire,3,327,342.300847901183,0,50,52.3395791897833,2042,2137.54841411075
20200518,S12000013,Na h-Eileanan Siar,0,6,22.4550898203593,0,0,0,310,1160.17964071856
20200518,S12000014,Falkirk,1,595,369.817887998011,1,70,43.5079868232954,3370,2094.59879420722
20200518,S12000017,Highland,0,205,86.9270237035152,0,30,12.721027859051,3347,1419.24267480812
20200518,S12000018,Inverclyde,3,338,434.447300771208,0,61,78.4061696658098,2426,3118.25192802057
20200518,S12000019,Midlothian,2,490,529.958901146442,2,79,85.4423534501406,2114,2286.39411637465
20200518,S12000020,Moray,2,79,82.4462533917763,0,7,7.30536422458777,1755,1831.55917345022
20200518,S12000021,North Ayrshire,0,355,263.470387412795,1,52,38.5928454801841,2539,1884.36989758053
20200518,S12000023,Orkney Islands,0,7,31.4324202963628,0,1,4.49034575662326,259,1162.99955096542
20200518,S12000026,Scottish Borders,2,335,290.018180244135,0,33,28.5689550688252,2409,2085.53372002424
20200518,S12000027,Shetland Islands,0,54,235.602094240838,0,5,21.8150087260035,457,1993.89179755672
20200518,S12000028,South Ayrshire,2,365,324.127519758458,0,48,42.6249888997425,2358,2093.95257969985
20200518,S12000029,South Lanarkshire,6,1180,368.140267681652,3,153,47.7334414875363,6324,1972.9822481515
20200518,S12000030,Stirling,9,206,218.660439443796,0,23,24.4135442097442,1625,1724.86997134062
20200518,S12000033,Aberdeen City,13,749,327.54624568155,2,67,29.2998644334631,4782,2091.22316001224
